,EOD_Code,EOD_Exchange,EOD_Name,EOD_Type,EOD_Country,EOD_Currency,EOD_ISIN,EOD_previousClose,EOD_previousCloseDate,Origin_Stock,Origin_Name,Origin_Country,list_isin_2,country_by_isin
5616,INGR,US,Ingredion Incorporated,Common Stock,USA,USD,US4571871023,91.63,2022-08-03,INGR,INGREDION INC,United States of America,US,USA
5617,3700,HK,Inke Ltd,Common Stock,Hong Kong,HKD,KYG4809C1015,1.15,2022-08-04,3700,INKE LTD,Hong Kong,KY,Hong Kong
5618,INMB,US,INmune Bio Inc,Common Stock,USA,USD,US45782T1051,10.05,2022-08-03,INMB,INMUNE BIO INC,United States of America,US,USA
5619,INOD,US,Innodata Inc,Common Stock,USA,USD,US4576422053,6.37,2022-08-03,INOD,INNODATA INC,United States of America,US,USA
5620,IOSP,US,Innospec Inc,Common Stock,USA,USD,US45768S1050,98.67,2022-08-03,IOSP,INNOSPEC INC,Germany,US,USA
5621,9880,TSE,Innotech Corp,Common Stock,Japan,JPY,JP3147800001,1368,2022-08-04,9880,INNOTECH CORP,Japan,JP,Japan
5622,3970,TSE,Innovation Inc,Common Stock,Japan,JPY,JP3147900009,2315,2022-08-04,3970,INNOVATION INC,Japan,JP,Japan
5623,IPIX,US,Innovation Pharmaceuticals Inc,Common Stock,USA,USD,US45782D1000,0.05,2022-08-03,IPIX,INNOVATION PHARMACEUTICALS I,United States of America,US,USA
5624,IVDN,US,Innovative Designs,Common Stock,USA,USD,US45772B1061,0.2,2022-08-03,IVDN,INNOVATIVE DESIGNS INC,United States of America,US,USA
5625,IVFH,US,Innovative Food Hldg,Common Stock,USA,USD,US45772H2022,0.265,2022-08-03,IVFH,INNOVATIVE FOOD HOLDINGS INC,United States of America,US,USA
5626,ISSC,US,Innovative Solutions and Support,Common Stock,USA,USD,US45769N1054,6.6,2022-08-03,ISSC,INNOVATIVE SOLUTIONS & SUPP,United States of America,US,USA
5627,2680,HK,Innovax Holdings Ltd,Common Stock,Hong Kong,HKD,KYG4790R1092,0.285,2022-08-04,2680,INNOVAX HOLDINGS LTD,Hong Kong,KY,Hong Kong
5628,1801,HK,Innovent Biologics Inc,Common Stock,Hong Kong,HKD,KYG4818G1010,32.85,2022-08-04,1801,INNOVENT BIOLOGICS INC,Hong Kong,KY,Hong Kong
5629,IVST,US,Aurum Resource and Asset Management Inc,Common Stock,USA,USD,US45781Q1022,0.01,2022-08-02,IVST,INNOVEST GLOBAL INC,United States of America,US,USA
5630,INVA,US,Innoviva Inc,Common Stock,USA,USD,US45781M1018,14.25,2022-08-03,INVA,INNOVIVA INC,United States of America,US,USA
5631,IOT,V,Innovotech Inc,Common Stock,Canada,CAD,CA45772U1049,0.165,2022-08-03,IOT,INNOVOTECH INC.,Canada,CA,Canada
5632,IHT,US,InnSuites Hospitality Trust,Common Stock,USA,USD,US4579191085,3.25,2022-08-03,IHT,INNSUITES HOSPITALITY TRUST,United States of America,US,USA
5633,795,SHE,Innuovo Technology Co Ltd Class A,Common Stock,China,CNY,CNE000000SL5,8,2022-08-04,795,INNUOVO TECHNOLOGY CO LTD-A,China,CN,China
5634,INGN,US,Inogen Inc,Common Stock,USA,USD,US45780L1044,29.77,2022-08-03,INGN,INOGEN INC,United States of America,US,USA
5635,MINE,V,Inomin Mines Inc,Common Stock,Canada,CAD,CA45782J1075,0.07,2022-08-03,MINE,INOMIN MINES INC,Canada,CA,Canada
5636,INO,US,Inovio Pharmaceuticals Inc,Common Stock,USA,USD,US45773H2013,2.2,2022-08-03,INO,INOVIO PHARMACEUTICALS INC,United States of America,US,USA
5637,INOXWIND,NSE,Inox Wind Limited,Common Stock,India,INR,INE066P01011,102.15,2022-08-04,INOXWIND,INOX WIND LTD,India,IN,India
5638,INOXWIND,BSE,Inox Wind Ltd,Common Stock,India,INR,INE066P01011,102.6,2022-08-04,INOXWIND,INOX WIND LTD,India,IN,India
5639,1605,TSE,Inpex Corp.,Common Stock,Japan,JPY,JP3294460005,1415,2022-08-04,1605,INPEX CORP,Japan,JP,Japan
5640,IPOOF,US,InPlay Oil Corp,Common Stock,USA,USD,CA45780T2065,2.37,2022-08-03,IPOOF,INPLAY OIL CORP,United States of America,CA,Canada
5641,INQ,TO,INSCAPE Corporation,Common Stock,Canada,CAD,CA45769T1021,0.46,2022-08-02,INQ,INSCAPE CORP-B,Canada,CA,Canada
5642,INSG,US,Inseego Corp,Common Stock,USA,USD,US45782B1044,2.51,2022-08-03,INSG,INSEEGO CORP,United States of America,US,USA
5643,NSIT,US,Insight Enterprises Inc,Common Stock,USA,USD,US45765U1034,93.68,2022-08-03,NSIT,INSIGHT ENTERPRISES INC,Mexico,US,USA
5644,INSI,US,Insight Select Income,FUND,USA,USD,US45781W1099,16.64,2022-08-03,INSI,INSIGHT SELECT INCOME FUND,United States of America,US,USA
5645,600797,SHG,Insigma,Common Stock,China,CNY,CNE000000PH9,6.63,2022-08-04,600797,INSIGMA TECHNOLOGY CO LTD-A,China,CN,China
5646,ISIG,US,Insignia Systems Inc,Common Stock,USA,USD,US45765Y2046,8.8,2022-08-03,ISIG,INSIGNIA SYSTEMS INC,United States of America,US,USA
5647,INSM,US,Insmed Inc,Common Stock,USA,USD,US4576693075,21.76,2022-08-03,INSM,INSMED INC,Mexico,US,USA
5648,6200,TSE,Insource Co Ltd,Common Stock,Japan,JPY,JP3152670000,2771,2022-08-04,6200,INSOURCE CO LTD,Japan,JP,Japan
5649,NSP,US,Insperity Inc,Common Stock,USA,USD,US45778Q1076,109.95,2022-08-03,NSP,INSPERITY INC,United States of America,US,USA
5650,IHC,LSE,Inspiration Healthcare Group PLC,Common Stock,UK,GBX,GB00BXDZL105,85.5,2022-08-03,IHC,INSPIRATION HEALTHCARE GROUP,United Kingdom,GB,UK
5651,NSPR,US,InspireMD Inc,Common Stock,USA,USD,US45779A8466,1.85,2022-08-03,NSPR,INSPIREMD INC,United States of America,US,USA
5652,600756,SHG,Inspur Software Co Ltd,Common Stock,China,CNY,CNE000000M49,12.7,2022-08-04,600756,INSPUR SOFTWARE CO LTD-A,China,CN,China
5653,IBP,US,Installed Building Products Inc,Common Stock,USA,USD,US45780R1014,97.84,2022-08-03,IBP,INSTALLED BUILDING PRODUCTS,United States of America,US,USA
5654,IIIN,US,Insteel Industries Inc,Common Stock,USA,USD,US45774W1080,29.1,2022-08-03,IIIN,INSTEEL INDUSTRIES INC,United States of America,US,USA
5655,INS,LSE,Instem PLC,Common Stock,UK,GBX,GB00B3TQCK30,700,2022-08-03,INS,INSTEM PLC,United Kingdom,GB,UK
5656,PODD,US,Insulet Corporation,Common Stock,USA,USD,US45784P1012,260.85,2022-08-03,PODD,INSULET CORP,United States of America,US,USA
5657,IAG,AU,Insurance Australia Group Ltd,Common Stock,Australia,AUD,AU000000IAG3,4.59,2022-08-04,IAG,INSURANCE AUSTRALIA GROUP,Australia,AU,Australia
5658,IFC,TO,Intact Financial Corporation,Common Stock,Canada,CAD,CA45823T1066,190.02,2022-08-03,IFC,INTACT FINANCIAL CORP,Canada,CA,Canada
5659,4326,TSE,Intage Holdings Inc,Common Stock,Japan,JPY,JP3152790006,1459,2022-08-04,4326,INTAGE HOLDINGS INC,Japan,JP,Japan
5660,ITGR,US,Integer Holdings Corp,Common Stock,USA,USD,US45826H1095,71.57,2022-08-03,ITGR,INTEGER HOLDINGS CORP,Germany,US,USA
5661,IART,US,Integra LifeSciences Holdings,Common Stock,USA,USD,US4579852082,55.34,2022-08-03,IART,INTEGRA LIFESCIENCES HOLDING,United States of America,US,USA
5662,ITR,V,Integra Resources Corp,Common Stock,Canada,CAD,CA45826T3010,0.85,2022-08-03,ITR,INTEGRA RESOURCES CORP,Canada,CA,Canada
5663,IHP,LSE,IntegraFin Holdings plc,Common Stock,UK,GBX,GB00BD45SH49,261.4,2022-08-03,IHP,INTEGRAFIN HOLDINGS PLC,United Kingdom,GB,UK
5664,IKG,MI,Intek Group,Common Stock,Italy,EUR,IT0004552359,0.585,2022-08-03,IKG,INTEK GROUP SPA,Italy,IT,Italy
5665,INTC,US,Intel Corporation,Common Stock,USA,USD,US4581401001,36.52,2022-08-03,INTC,INTEL CORP,United States of America,US,USA
5666,IGXT,US,Intelgenx Technologs,Common Stock,USA,USD,US45822R1014,0.25,2022-08-03,IGXT,INTELGENX TECHNOLOGIES CORP,United States of America,US,USA
5667,INTL,TA,Intelicanna Ltd,Common Stock,Israel,ILA,IL0006730126,42.9,2022-08-03,INTL,INTELICANNA LTD,Israel,IL,Israel
5668,INTELLECT,NSE,Intellect Design Arena Limited,Common Stock,India,INR,INE306R01017,620.3,2022-08-04,INTELLECT,INTELLECT DESIGN ARENA LTD,India,IN,India
5669,INTELLECT,BSE,Intellect Design Arena Ltd,Common Stock,India,INR,INE306R01017,616.05,2022-08-03,INTELLECT,INTELLECT DESIGN ARENA LTD,India,IN,India
5670,NTLA,US,Intellia Therapeutics Inc,Common Stock,USA,USD,US45826J1051,71.7,2022-08-03,NTLA,INTELLIA THERAPEUTICS INC,United States of America,US,USA
5671,6819,HK,Intellicentrics Global Holdings Ltd,Common Stock,Hong Kong,HKD,KYG480041089,5.55,2022-08-04,6819,INTELLICENTRICS GLOBAL HOLDI,Hong Kong,KY,Hong Kong
5672,IDN,US,Intellicheck Mobilisa Inc,Common Stock,USA,USD,US45817G2012,2.54,2022-08-03,IDN,INTELLICHECK INC,United States of America,US,USA
5673,4847,TSE,Intelligent Wave Inc,Common Stock,Japan,JPY,JP3153100007,869,2022-08-04,4847,INTELLIGENT WAVE INC,Japan,JP,Japan
5674,IPCI,TO,Intellipharmaceutics International Inc,Common Stock,Canada,CAD,CA4581733090,0.12,2022-08-03,IPCI,INTELLIPHARMACEUTICS INTERNA,Canada,CA,Canada
5675,INTENTECH,NSE,Intense Technologies Limited,Common Stock,India,INR,INE781A01025,68.05,2022-08-04,INTENTECH,INTENSE TECHNOLOGIES LTD,India,IN,India
5676,INTENTECH,BSE,INTENSE TECHNOLOGIES LTD.-$,Common Stock,India,INR,INE781A01025,68.0,2022-08-04,INTENTECH,INTENSE TECHNOLOGIES LTD,India,IN,India
5677,IPAR,US,Inter Parfums Inc,Common Stock,USA,USD,US4583341098,85.53,2022-08-03,IPAR,INTER PARFUMS INC,United States of America,US,USA
5678,IBKR,US,Interactive Brokers Group Inc,Common Stock,USA,USD,US45841N1072,59.21,2022-08-03,IBKR,INTERACTIVE BROKERS GRO-CL A,United States of America,US,USA
5679,IGRW,US,Interactive Health Network,Common Stock,USA,USD,US45841X1054,0,2022-08-02,IGRW,INTERACTIVE HEALTH NETWORK,,US,USA
5680,ICPT,US,Intercept Pharmaceuticals Inc,Common Stock,USA,USD,US45845P1084,13.84,2022-08-03,ICPT,INTERCEPT PHARMACEUTICALS IN,Mexico,US,USA
5681,ICLD,US,InterCloud Systems Inc,Common Stock,USA,USD,US4584884005,0.0001,2022-08-02,ICLD,INTERCLOUD SYSTEMS INC,United States of America,US,USA
5682,IHG,LSE,InterContinental Hotels Group PLC,Common Stock,UK,GBX,GB00BHJYC057,4894,2022-08-03,IHG,INTERCONTINENTAL HOTELS GROU,United Kingdom,GB,UK
5683,IHG,US,InterContinental Hotels Group PLC ADR,Common Stock,USA,USD,US45857P8068,60.26,2022-08-03,IHG,INTERCONTINENTAL HOTELS-ADR,United States of America,US,USA
5684,INCR,TA,Intercure,Common Stock,Israel,ILA,IL0011063760,2041.0,2022-08-03,INCR,INTERCURE LTD,Israel,IL,Israel
5685,IDCC,US,InterDigital Inc,Common Stock,USA,USD,US45867G1013,62.71,2022-08-03,IDCC,INTERDIGITAL INC,Germany,US,USA
5686,TILE,US,Interface Inc,Common Stock,USA,USD,US4586653044,14.59,2022-08-03,TILE,INTERFACE INC,Mexico,US,USA
5687,IFP,TO,Interfor Corp,Common Stock,Canada,CAD,CA45868C1095,32.1,2022-08-03,IFP,INTERFOR CORPORATION,Canada,CA,Canada
5688,INDIGO,NSE,InterGlobe Aviation Limited,Common Stock,India,INR,INE646L01027,1986.1,2022-08-04,INDIGO,INTERGLOBE AVIATION LTD,India,IN,India
5689,INDIGO,BSE,InterGlobe Aviation Ltd,Common Stock,India,INR,INE646L01027,1985.15,2022-08-04,INDIGO,INTERGLOBE AVIATION LTD,India,IN,India
5690,INTG,US,The Intergroup Corporation,Common Stock,USA,USD,US4586851044,46.09,2022-08-03,INTG,INTERGROUP CORP,United States of America,US,USA
5691,LINK,US,Interlink Electronics Inc,Common Stock,USA,USD,US4587513023,8.54,2022-08-03,LINK,INTERLINK ELECTRONICS INC,United States of America,US,USA
5692,ITLK,US,Interlink Products I,Common Stock,USA,USD,US4587521026,0.07,2022-08-02,ITLK,INTERLINK PRODUCTS INTL INC,,US,USA
5693,ITMSF,US,Intermap Technologies Corp,Common Stock,USA,USD,CA4589774021,0.39,2022-08-03,ITMSF,INTERMAP TECHNOLOGIES CORP,United States of America,CA,Canada
5694,ICP,LSE,Intermediate Capital Group PLC,Common Stock,UK,GBX,GB00BYT1DJ19,1495.5,2022-08-03,ICP,INTERMEDIATE CAPITAL GROUP,United Kingdom,GB,UK
5695,1563,HK,International Alliance Financial Leasing Co,Common Stock,Hong Kong,HKD,KYG4815A1076,4.02,2022-08-04,1563,INTERNATIONAL ALLIANCE FINAN,Hong Kong,KY,Hong Kong
5696,IBOC,US,International Bancshares Corporation,Common Stock,USA,USD,US4590441030,43.83,2022-08-03,IBOC,INTERNATIONAL BANCSHARES CRP,Mexico,US,USA
5697,IBT,LSE,International Biotechnology Trust plc,Common Stock,UK,GBX,GB0004559349,702,2022-08-03,IBT,INTERNATIONAL BIOTECHNOLOGY,United Kingdom,GB,UK
5698,INCC,US,International Consolidated Companies Inc,Common Stock,USA,USD,US4593571098,0.0003,2022-08-03,INCC,INTERNATIONAL CONSOLIDATED,United States of America,US,USA
5699,IDND,US,International Dispensing Corp,Common Stock,USA,USD,US4594071023,0.052,2022-08-03,IDND,INTERNATIONAL DISPENSING CRP,United States of America,US,USA
5700,IDVV,US,International Endeavors Corp,Common Stock,USA,USD,US4594451027,0.0047,2022-08-03,IDVV,INTERNATIONAL ENDEAVORS CORP,United States of America,US,USA
5701,1009,HK,International Entertainment Corp,Common Stock,Hong Kong,HKD,KYG4843W1050,0.19,2022-08-04,1009,INTERNATIONAL ENTERTAINMENT,Hong Kong,KY,Hong Kong
5702,IGT,US,International Game Technology PLC,Common Stock,USA,USD,GB00BVG7F061,20.88,2022-08-03,IGT,INTERNATIONAL GAME TECHNOLOG,United States of America,GB,UK
5703,1373,HK,International Housewares Retail Co Ltd,Common Stock,Hong Kong,HKD,KYG487291000,2.91,2022-08-04,1373,INTERNATIONAL HOUSEWARES RET,Hong Kong,KY,Hong Kong
5704,INIS,US,International Isotopes Inc,Common Stock,USA,USD,US45972C1027,0.07,2022-08-03,INIS,INTERNATIONAL ISOTOPES INC,United States of America,US,USA
5705,ILC,V,International Lithium Corp,Common Stock,Canada,CAD,CA4598201065,0.08,2022-08-03,ILC,INTERNATIONAL LITHIUM CORP,Canada,CA,Canada
5706,IMXI,US,International Money Express Inc,Common Stock,USA,USD,US46005L1017,24.99,2022-08-03,IMXI,INTERNATIONAL MONEY EXPRESS,United States of America,US,USA
5707,IPF,LSE,International Personal Finance PLC,Common Stock,UK,GBX,GB00B1YKG049,105.0,2022-08-03,IPF,INTERNATIONAL PERSONAL FINAN,United Kingdom,GB,UK
5708,IZZ,V,International Prospect Ventures Ltd,Common Stock,Canada,CAD,CA4601961085,0.065,2022-08-02,IZZ,INTERNATIONAL PROSPECT VENTU,Canada,CA,Canada
5709,INPP,LSE,International Public Partnership,Common Stock,UK,GBX,GB00B188SR50,164.4,2022-08-03,INPP,INTERNATIONAL PUBLIC PARTNER,United Kingdom,GB,UK
5710,INSW,US,International Seaways Inc,Common Stock,USA,USD,MHY410531021,24.93,2022-08-03,INSW,INTERNATIONAL SEAWAYS INC,United States of America,MH,USA
5711,ILST,US,Intl Star Inc,Common Stock,USA,USD,US4603712062,0.0044,2022-08-03,ILST,INTERNATIONAL STAR INC,United States of America,US,USA
5712,ISCO,US,International Stem Cell Corp,Common Stock,USA,USD,US4603782016,0.43,2022-08-03,ISCO,INTERNATIONAL STEM CELL CORP,United States of America,US,USA
5713,IZ,V,International Zeolite Corp,Common Stock,Canada,CAD,CA4605821095,0.17,2022-08-03,IZ,INTERNATIONAL ZEOLITE CORP,Canada,CA,Canada
5714,3774,TSE,Internet Initiative Japan Inc,Common Stock,Japan,JPY,JP3152820001,5430,2022-08-04,3774,INTERNET INITIATIVE JAPAN,Japan,JP,Japan
5715,ITP,PA,Interparfums SA,Common Stock,France,EUR,FR0004024222,47.9,2022-08-03,ITP,INTERPARFUMS SA,France,FR,France
5716,IPLY,US,Interplay Entertainment Corp,Common Stock,USA,USD,US4606151078,0.0001,2022-08-02,IPLY,INTERPLAY ENTERTAINMENT CORP,United States of America,US,USA
5717,5GI,SG,Interra Resources Limited,Common Stock,Singapore,SGD,SG1R37924805,0.038,2022-08-04,5GI,INTERRA RESOURCES LTD,Singapore,SG,Singapore
5718,INRN,SW,Interroll Holding AG,Common Stock,Switzerland,CHF,CH0006372897,2495,2022-08-03,INRN,INTERROLL HOLDING AG-REG,Switzerland,CH,Switzerland
5719,ITRK,LSE,Intertek Group PLC,Common Stock,UK,GBX,GB0031638363,4210,2022-08-03,ITRK,INTERTEK GROUP PLC,United Kingdom,GB,UK
5720,3747,TSE,Intertrade Co Ltd,Common Stock,Japan,JPY,JP3152810002,559,2022-08-04,3747,INTERTRADE CO LTD,Japan,JP,Japan
5721,INTT,US,inTest Corporation,Common Stock,USA,USD,US4611471008,8.3,2022-08-03,INTT,INTEST CORP,United States of America,US,USA
5722,IVAC,US,Intevac Inc,Common Stock,USA,USD,US4611481080,4.83,2022-08-03,IVAC,INTEVAC INC,United States of America,US,USA
5723,IBM,US,International Business Machines,Common Stock,USA,USD,US4592001014,132.34,2022-08-03,IBM,INTL BUSINESS MACHINES CORP,United States of America,US,USA
5724,3184,TSE,International Conglomerate of Distribution for Automobile Holdings Co Ltd,Common Stock,Japan,JPY,JP3101920001,2301,2022-08-04,3184,INTL CONGLOMERATE DISTRIBUTI,Japan,JP,Japan
5725,IFF,US,International Flavors & Fragrances Inc,Common Stock,USA,USD,US4595061015,126.54,2022-08-03,IFF,INTL FLAVORS & FRAGRANCES,Israel,US,USA
5726,INX,V,In-Touch Survey Systems Ltd.,Common Stock,Canada,CAD,CA46118C1059,0.65,2022-08-03,INX,INTOUCH INSIGHT LTD,Canada,CA,Canada
5727,IEC,AU,Intra Energy Corporation,Common Stock,Australia,AUD,AU000000IEC4,0.011,2022-08-04,IEC,INTRA ENERGY CORP LTD,Australia,AU,Australia
5728,I06,SG,Intraco Limited,Common Stock,Singapore,SGD,SG1D87001195,0.325,2022-08-03,I06,INTRACO LTD,Singapore,SG,Singapore
5729,3237,TSE,Intrance Co Ltd,Common Stock,Japan,JPY,JP3153170000,67,2022-08-04,3237,INTRANCE CO LTD,Japan,JP,Japan
5730,ISFT,NSE,Intrasoft Technologies Limited,Common Stock,India,INR,INE566K01011,183.5,2022-08-04,ISFT,INTRASOFT TECHNOLOGIES LTD,India,IN,India
5731,ISFT,BSE,INTRASOFT TECHNOLOGIES LTD.,Common Stock,India,INR,INE566K01011,182.95,2022-08-04,ISFT,INTRASOFT TECHNOLOGIES LTD,India,IN,India
5732,IPI,US,Intrepid Potash Inc,Common Stock,USA,USD,US46121Y2019,43.83,2022-08-03,IPI,INTREPID POTASH INC,United States of America,US,USA
5733,1760,HK,Intron Technology Holdings Ltd,Common Stock,Hong Kong,HKD,KYG4914A1076,6.9,2022-08-04,1760,INTRON TECHNOLOGY HOLDINGS L,Hong Kong,KY,Hong Kong
5734,INTZ,US,Intrusion Inc,Common Stock,USA,USD,US46121E2054,4.29,2022-08-03,INTZ,INTRUSION INC,United States of America,US,USA
5735,INTU,US,Intuit Inc,Common Stock,USA,USD,US4612021034,465.75,2022-08-03,INTU,INTUIT INC,Germany,US,USA
5736,ISRG,US,Intuitive Surgical Inc,Common Stock,USA,USD,US46120E6023,242.18,2022-08-03,ISRG,INTUITIVE SURGICAL INC,Mexico,US,USA
5737,INUV,US,Inuvo Inc,Common Stock,USA,USD,US46122W2044,0.5,2022-08-03,INUV,INUVO INC,United States of America,US,USA
5738,IVC,US,Invacare Corporation,Common Stock,USA,USD,US4612031017,1.08,2022-08-03,IVC,INVACARE CORP,United States of America,US,USA
5739,INVT,US,Inventrgy Global,Common Stock,USA,USD,US46123X4097,0.02,2022-08-03,INVT,INVENTERGY GLOBAL INC,United States of America,US,USA
5740,IVS,V,Inventus Mining Corp,Common Stock,Canada,CAD,CA4612172003,0.12,2022-08-02,IVS,INVENTUS MINING CORP,Canada,CA,Canada
5741,IAT,LSE,Invesco Asia Trust,Common Stock,UK,GBX,GB0004535307,329,2022-08-03,IAT,INVESCO ASIA TRUST PLC-ORD,United Kingdom,GB,UK
5742,VBF,US,Invesco Van Kampen Bond Fund,FUND,USA,USD,US46132L1070,16.65,2022-08-03,VBF,INVESCO BOND FUND,United States of America,US,USA
5743,CQQQ,US,Invesco China Technology ETF,ETF,USA,USD,US46138E8003,45.47,2022-08-03,CQQQ,INVESCO CHINA TECHNOLOGY ETF,,US,USA
5744,FXE,US,Invesco CurrencyShares® Euro Currency Trust,ETF,USA,USD,US46138K1034,93.97,2022-08-03,FXE,INVESCO CURRENCYSHARES EURO,,US,USA
5745,DBA,US,Invesco DB Agriculture Fund,ETF,USA,USD,US46140H1068,19.76,2022-08-03,DBA,INVESCO DB AGRICULTURE FUND,,US,USA
5746,DBB,US,Invesco DB Base Metals Fund,ETF,USA,USD,US46140H7008,19.15,2022-08-03,DBB,INVESCO DB BASE METALS FUND,,US,USA
5747,DBE,US,Invesco DB Energy Fund,ETF,USA,USD,US46140H3049,24.55,2022-08-03,DBE,INVESCO DB ENERGY FUND,,US,USA
5748,DGL,US,Invesco DB Gold Fund,ETF,USA,USD,US46140H6018,49.8803,2022-08-03,DGL,INVESCO DB GOLD FUND,,US,USA
5749,DBO,US,Invesco DB Oil Fund,ETF,USA,USD,US46140H4039,17.03,2022-08-03,DBO,INVESCO DB OIL FUND,,US,USA
5750,PSJ,US,Invesco Dynamic Software ETF,ETF,USA,USD,US46137V6395,103.261,2022-08-03,PSJ,INVESCO DYNAMIC SOFTWARE ETF,,US,USA
5751,PFIG,US,Invesco Fundamental Investment Grade Corporate Bond ETF,ETF,USA,USD,US46138E6932,23.9935,2022-08-03,PFIG,INVESCO FUNDAMENTAL INVESTME,,US,USA
5752,VLT,US,Invesco High Income Trust II,Common Stock,USA,USD,US46131F1012,11.6,2022-08-03,VLT,INVESCO HIGH INCOME TRUST II,United States of America,US,USA
5753,IPKW,US,Invesco International BuyBack Achievers™ ETF,ETF,USA,USD,US46138E6445,32.95,2022-08-03,IPKW,INVESCO INTERNATIONAL BUYBAC,,US,USA
5754,IVZ,US,Invesco Plc,Common Stock,USA,USD,BMG491BT1088,17.9,2022-08-03,IVZ,INVESCO LTD,United States of America,BM,USA
5755,IVR,US,Invesco Mortgage Capital Inc,Common Stock,USA,USD,US46131B7047,17.11,2022-08-03,IVR,INVESCO MORTGAGE CAPITAL,United States of America,US,USA
5756,OIA,US,Invesco Municipal Income Opportunities Closed Fund Class Common,Common Stock,USA,USD,US46132X1019,6.77,2022-08-03,OIA,INVESCO MUNICIPAL INCOME OPP,United States of America,US,USA
5757,VKQ,US,Invesco Municipal Trust,Common Stock,USA,USD,US46131J1034,10.73,2022-08-03,VKQ,INVESCO MUNICIPAL TRUST,United States of America,US,USA
5758,VPV,US,Invesco Pennsylvania Value Municipal Income Trust,Common Stock,USA,USD,US46132K1097,11.08,2022-08-03,VPV,INVESCO PENNSYLVANIA VALUE M,United States of America,US,USA
5759,QQQ,US,Invesco QQQ Trust,ETF,USA,USD,US46090E1038,322.89,2022-08-03,QQQ,INVESCO QQQ TRUST SERIES 1,,US,USA
5760,VVR,US,Invesco Senior Income Trust,FUND,USA,USD,US46131H1077,3.91,2022-08-03,VVR,INVESCO SENIOR INCOME TRUST,United States of America,US,USA
5761,BKLN,US,Invesco Senior Loan ETF,ETF,USA,USD,US46138G5080,21.09,2022-08-03,BKLN,INVESCO SENIOR LOAN ETF,,US,USA
5762,ISTR,US,Investar Holding Corp,Common Stock,USA,USD,US46134L1052,22,2022-08-03,ISTR,INVESTAR HOLDING CORP,United States of America,US,USA
5763,1087,HK,InvesTech Holdings Ltd,Common Stock,Hong Kong,HKD,BMG492321127,1.07,2022-08-04,1087,INVESTECH HOLDINGS LTD,Hong Kong,BM,USA
5764,IVR,AU,Investigator Resources Ltd,Common Stock,Australia,AUD,AU000000IVR6,0.045,2022-08-04,IVR,INVESTIGATOR RESOURCES LTD,Australia,AU,Australia
5765,INV,LSE,The Investment Company plc,Common Stock,UK,GBX,GB0004658257,287,2022-08-03,INV,INVESTMENT COMPANY PLC,United Kingdom,GB,UK
5766,THEINVEST,NSE,The Investment Trust Of India Limited,Common Stock,India,INR,INE924D01017,93.6,2022-08-04,THEINVEST,INVESTMENT TRUST OF INDIA LT,India,IN,India
5767,THEINVEST,BSE,The Investment Trust Of India Ltd,Common Stock,India,INR,INE924D01017,93.95,2022-08-04,THEINVEST,INVESTMENT TRUST OF INDIA LT,India,IN,India
5768,ITIC,US,Investors Title Company,Common Stock,USA,USD,US4618041069,153.4,2022-08-03,ITIC,INVESTORS TITLE CO,United States of America,US,USA
5769,INV,AU,Investsmart Group Ltd,Common Stock,Australia,AUD,AU000000INV5,0.325,2022-08-04,INV,INVESTSMART GROUP LTD,Australia,AU,Australia
5770,INVU,US,Investview Inc,Common Stock,USA,USD,US46183W1018,0.0332,2022-08-03,INVU,INVESTVIEW INC,United States of America,US,USA
5771,IVO,AU,Invigor Group Ltd,Common Stock,Australia,AUD,AU000000IVO3,0.019,2022-08-04,IVO,INVIGOR GROUP LTD,Australia,AU,Australia
5772,8963,TSE,Invincible Investment Corp,Common Stock,Japan,JPY,JP3046190009,42450,2022-08-04,8963,INVINCIBLE INVESTMENT CORP,Japan,JP,Japan
5773,IVX,AU,Invion Ltd,Common Stock,Australia,AUD,AU000000IVX4,0.01,2022-08-04,IVX,INVION LTD,Australia,AU,Australia
5774,IVX,F,InVision Aktiengesellschaft,Common Stock,Germany,EUR,DE0005859698,19.8,2022-08-02,IVX,INVISION AG,Germany,DE,Germany
5775,IVX,XETRA,InVision Aktiengesellschaft,Common Stock,Germany,EUR,DE0005859698,17.9,2022-08-03,IVX,INVISION AG,Germany,DE,Germany
5776,NVTA,US,Invitae Corp,Common Stock,USA,USD,US46185L1035,1.99,2022-08-03,NVTA,INVITAE CORP,United States of America,US,USA
5777,INVH,US,Invitation Homes Inc,Common Stock,USA,USD,US46187W1071,37.67,2022-08-03,INVH,INVITATION HOMES INC,United States of America,US,USA
