new_index,figi,name,ticker,exchCode,compositeFIGI,securityType,marketSector,shareClassFIGI,securityType2,securityDescription,uniqueID,uniqueIDFutOpt
186,BBG002NCK5M5,ADMA BIOLOGICS INC,ADMA,US,BBG002NCK5M5,Common Stock,Equity,BBG002NCK5N4,Common Stock,ADMA,,
187,BBG000BB5006,ADOBE INC,ADBE,US,BBG000BB5006,Common Stock,Equity,BBG001S5NCQ5,Common Stock,ADBE,,
188,BBG000CMWSQ2,ADOR WELDING LTD,AWL,IN,BBG000CMWSQ2,Common Stock,Equity,BBG001S82PJ1,Common Stock,AWL,,
189,BBG000H292Q4,ADP,ADP,FP,BBG000H291V0,Common Stock,Equity,BBG001S93HZ8,Common Stock,ADP,,
190,BBG00K9D8GR4,ADRIATIC METALS PLC-CDI,ADT,AU,BBG00K9D8GR4,CDI,Equity,BBG00K9D8GZ5,Depositary Receipt,ADT,,
191,BBG000BZ0437,ADROIT INFOTECH LTD,ADROIT,IN,BBG000BZ0437,Common Stock,Equity,BBG001SB6Z17,Common Stock,ADROIT,,
192,BBG000C73300,ADSTAR INC,ADST,US,BBG000C73300,Common Stock,Equity,BBG001S6CZ39,Common Stock,ADST,,
193,BBG000DQBZJ7,ADTALEM GLOBAL EDUCATION INC,ATGE,US,BBG000DQBZJ7,Common Stock,Equity,BBG001S8M5S3,Common Stock,ATGE,,
194,BBG000BNGY68,ADTEC PLASMA TECHNOLOGY CO,6668,JP,BBG000BNGY68,Common Stock,Equity,BBG001S9XY33,Common Stock,6668,,
195,BBG000BPXQG0,ADVAL TECH HOLDING AG-REG,ADVN,SW,BBG000BPXQG0,Common Stock,Equity,BBG001S9MGY0,Common Stock,ADVN,,
196,BBG000D64B66,ADVANCE AUTO PARTS INC,AWN,GR,BBG000D64B66,Common Stock,Equity,BBG001SD2SB2,Common Stock,AWN,,
197,BBG000BPJ1G1,ADVANCED MEDIA INC,3773,JP,BBG000BPJ1G1,Common Stock,Equity,BBG001SFTQN9,Common Stock,3773,,
198,BBG000BBQCY0,ADVANCED MICRO DEVICES,AMD,US,BBG000BBQCY0,Common Stock,Equity,BBG001S5NN36,Common Stock,AMD,,
199,BBG00D7K7ZN9,ADVANCER GLOBAL LTD,ADGL,SP,BBG00D7K7ZL1,Common Stock,Equity,BBG00D7K7ZM0,Common Stock,ADGL,,
200,BBG000BFHYX4,ADVANEX INC,5998,JP,BBG000BFHYX4,Common Stock,Equity,BBG001S670F9,Common Stock,5998,,
201,BBG000CYGKN4,ADVANI HOTELS & RES (INDIA),RMDA,IN,BBG000CYGKN4,Common Stock,Equity,BBG001S84G72,Common Stock,RMDA,,
202,BBG00CWTTQ41,ADVANSIX INC,ASIX,US,BBG00CWTTQ41,Common Stock,Equity,BBG00CWTTQ32,Common Stock,ASIX,,
203,BBG00DR7SC72,ADVANTAGE LITHIUM CORP,AAL2EUR,XS,BBG00DR7SBR2,Common Stock,Equity,BBG001STSXH2,Common Stock,AAL2EUR,,
204,BBG00DR7SC72,ADVANTAGE LITHIUM CORP,AAL2EUR,XS,BBG00DR7SBR2,Common Stock,Equity,BBG001STSXH2,Common Stock,AAL2EUR,,
205,BBG000QC1FG2,ADVANTAGE RISK MANAGEMENT CO,8769,JP,BBG000QC1FG2,Common Stock,Equity,BBG001SS0X11,Common Stock,8769,,
206,BBG007NHDMW3,ADVANTAGEWON OIL CORP,AOC,CN,BBG007NHDMW3,Common Stock,Equity,BBG007NHDMX2,Common Stock,AOC,,
207,BBG000K7LPC9,ADVANTEGO CORP,ADGO,US,BBG000K7LPC9,Common Stock,Equity,BBG001SCHV30,Common Stock,ADGO,,
208,BBG000BGN014,ADVANTEST CORP,6857,JP,BBG000BGN014,Common Stock,Equity,BBG001S6BG41,Common Stock,6857,,
209,BBG000K3HT99,ADVANTIS CORP,ADVT,US,BBG000K3HT99,Common Stock,Equity,BBG001SC89R3,Common Stock,ADVT,,
210,BBG000KVF074,ADVAXIS INC,ADXS,US,BBG000KVF074,Common Stock,Equity,BBG001SJR9Y9,Common Stock,ADXS,,
211,BBG007J7RVS0,ADVENTURE INC,6030,JP,BBG007J7RVS0,Common Stock,Equity,BBG007J7RVT9,Common Stock,6030,,
212,BBG00FM9W9Q9,ADVENTUS MINING CORP,ADZN,CN,BBG00FM9W9Q9,Common Stock,Equity,BBG00FM9W9R8,Common Stock,ADZN,,
213,BBG000DGXT27,ADVEO GROUP INTERNATIONAL SA,ADV1,XS,BBG000DGWJM8,Common Stock,Equity,BBG001S6TSF4,Common Stock,ADV1,,
214,BBG006D9MR17,ADVERUM BIOTECHNOLOGIES INC,ADVM,US,BBG006D9MR17,Common Stock,Equity,BBG006D9MR26,Common Stock,ADVM,,
215,BBG000BDYRW6,ADVISORSHARES DORSEY WRIGHT,AADR,US,BBG000BDYRW6,ETP,Equity,BBG001T9B1Y4,Mutual Fund,AADR,,
216,BBG00KDXRKR5,ADVSRSHRS NEW TECH AND MEDIA,FNGUSD,XS,BBG00KDXRK86,ETP,Equity,BBG00H43F7T8,Mutual Fund,FNGUSD,,
217,BBG000C9N518,ADVTECH LTD,ADH,SJ,BBG000C9N4T1,Common Stock,Equity,BBG001SF8B82,Common Stock,ADH,,
218,BBG000BMMJW7,ADWAYS INC,2489,JP,BBG000BMMJW7,Common Stock,Equity,BBG001SDNC79,Common Stock,2489,,
219,BBG000BRN7M2,ADX ENERGY LTD,ADX,AU,BBG000BRN7M2,Common Stock,Equity,BBG001S614Y6,Common Stock,ADX,,
220,BBG000BDFHY7,ADYNXX INC,ADYX,US,BBG000BDFHY7,Common Stock,Equity,BBG001S6MJF1,Common Stock,ADYX,,
221,BBG000D3WYY1,AECC AERO-ENGINE CONTROL-A,000738,CH,BBG000D3WYY1,Common Stock,Equity,BBG001SJWJN3,Common Stock,000738,,
222,BBG000F61RJ8,AECOM,ACM,US,BBG000F61RJ8,Common Stock,Equity,BBG001SKTTF1,Common Stock,ACM,,
223,,,,,,,,,,,,
224,BBG00L4BSV41,AEGION CORP,AEGNGBP,B1,BBG00L4BSTF4,Common Stock,Equity,BBG001S5PHB8,Common Stock,AEGNGBP,,
225,BBG000CMWW56,AEGIS LOGISTICS LTD,AGIS,IN,BBG000CMWW56,Common Stock,Equity,BBG001S82PK9,Common Stock,AGIS,,
226,BBG0067L94B2,AEGLEA BIOTHERAPEUTICS INC,AGLE,US,BBG0067L94B2,Common Stock,Equity,BBG0067L94C1,Common Stock,AGLE,,
227,BBG000DS17N1,AEM HOLDINGS LTD,AEM,SP,BBG000DS0663,Common Stock,Equity,BBG001SGJ8Q5,Common Stock,AEM,,
228,BBG000BWBZY9,AEMETIS INC,AMTX,US,BBG000BWBZY9,Common Stock,Equity,BBG001SCST33,Common Stock,AMTX,,
229,BBG000KPX4M2,AEOLUS PHARMACEUTICALS INC,AOLS,US,BBG000KPX4M2,Common Stock,Equity,BBG001SD2BB9,Common Stock,AOLS,,
230,BBG000BRX1M4,AEOLUS TYRE CO LTD-A,600469,CH,BBG000BRX1M4,Common Stock,Equity,BBG001SBSNP4,Common Stock,600469,,
231,BBG000DR42B4,AEON FINANCIAL SERVICE CO LT,8570,JP,BBG000DR42B4,Common Stock,Equity,BBG001S8CBW6,Common Stock,8570,,
232,BBG000CG2ZW5,AEON GLOBAL HEALTH CORP,AGHC,US,BBG000CG2ZW5,Common Stock,Equity,BBG001S6VFZ7,Common Stock,AGHC,,
233,BBG000F3GR27,AEON MALL CO LTD,AMLLF,US,BBG000F3GR27,Common Stock,Equity,BBG001SGNYQ3,Common Stock,AMLLF,,
234,BBG000Q74CS4,AEON METALS LTD,D6V1,GR,BBG000Q74CS4,Common Stock,Equity,BBG001SRVP25,Common Stock,D6V1,,
235,BBG0089LFYY8,AEQUUS PHARMACEUTICALS INC,AQS,CN,BBG0089LFYY8,Common Stock,Equity,BBG0089LFYZ7,Common Stock,AQS,,
236,BBG000GFD2F3,AERCAP HOLDINGS NV,R1D,GR,BBG000GFD2F3,Common Stock,Equity,BBG001SNX4Y4,Common Stock,R1D,,
237,BBG001KJ7WJ5,AERIE PHARMACEUTICALS INC,AERI,US,BBG001KJ7WJ5,Common Stock,Equity,BBG001V0PF29,Common Stock,AERI,,
238,BBG000F7R695,AERIS ENVIRONMENTAL LTD,AEI,AU,BBG000F7R695,Common Stock,Equity,BBG001SKZSF6,Common Stock,AEI,,
239,BBG001CMJ1Q4,AERIS RESOURCES LTD,AIS,AU,BBG001CMJ1Q4,Common Stock,Equity,BBG001TYLQZ2,Common Stock,AIS,,
240,BBG005K17103,AERKOMM INC,AKOM,US,BBG005K17103,Common Stock,Equity,BBG005K170Z7,Common Stock,AKOM,,
241,,,,,,,,,,,,
242,,,,,,,,,,,,
243,BBG000BZ7YW2,AEROFLOT PJSC,AFLT,RU,BBG000BZ7YW2,Common Stock,Equity,BBG001S8STT4,Common Stock,AFLT,,
244,BBG005TMY091,AEROFLOT-RUSSIAN-SPN ADR,AERZY,US,BBG005TMY091,ADR,Equity,BBG005TMY117,Depositary Receipt,AERZY,,
245,BBG000BKRHQ7,AEROJET ROCKETDYNE HOLDINGS,AJRD,US,BBG000BKRHQ7,Common Stock,Equity,BBG001S5RRJ6,Common Stock,AJRD,,
246,,,,,,,,,,,,
247,BBG000DYKB49,AEROSPACE HI-TECH HOLDINGS-A,000901,CH,BBG000DYKB49,Common Stock,Equity,BBG001SJWF79,Common Stock,000901,,
248,BBG000BPN0Y8,AEROSUN CORP-A,600501,CH,BBG000BPN0Y8,Common Stock,Equity,BBG001SB77J9,Common Stock,600501,,
249,,,,,,,,,,,,
250,BBG000G807Z0,AEROVIRONMENT INC,JPX,GR,BBG000G807Z0,Common Stock,Equity,BBG001SPPWP6,Common Stock,JPX,,
251,BBG00FP30CS5,AESO HOLDING LTD,8341,HK,BBG00FP30CR6,Common Stock,Equity,BBG00FP30CT4,Common Stock,8341,,
252,BBG000BG2GS3,AETERNA ZENTARIS INC,AEZS,CN,BBG000BG2GS3,Common Stock,Equity,BBG001S63T33,Common Stock,AEZS,,
253,BBG00NVC7X80,AETHER CATALYST SOLUTIONS IN,ATHR,CN,BBG00NVC7X80,Common Stock,Equity,BBG00NVC7Y97,Common Stock,ATHR,,
254,,,,,,,,,,,,
255,,,,,,,,,,,,
256,,,,,,,,,,,,
257,BBG00FM5MKN6,AEVI GENOMIC MEDICINE INC,GNMXEUR,XS,BBG00FM5MK56,Common Stock,Equity,BBG001T2XJ76,Common Stock,GNMXEUR,,
258,BBG000BYJJH2,AEVIS VICTORIA SA,AEVS,SW,BBG000BYJJH2,Common Stock,Equity,BBG001SCYNN7,Common Stock,AEVS,,
259,BBG000BL7N11,AF GLOBAL LTD,AFG,SP,BBG000BL7MT3,Common Stock,Equity,BBG001S7H9L0,Common Stock,AFG,,
260,BBG000FZV3X8,AFARAK GROUP OYJ,AFAGR,FH,BBG000FZV3G7,Common Stock,Equity,BBG001S8PLB3,Common Stock,AFAGR,,
261,BBG000QBMN65,AFC ENERGY PLC,AFC,EO,BBG000QBMN65,Common Stock,Equity,BBG001SS0FJ1,Common Stock,AFC,,
262,BBG000G28MR1,AFCON HOLDINGS LTD,AFHL,IT,BBG000G28MC7,Common Stock,Equity,BBG001S8Q7W0,Common Stock,AFHL,,
263,BBG000C060M4,AFFILIATED MANAGERS GROUP,AMG,US,BBG000C060M4,Common Stock,Equity,BBG001S6DMD6,Common Stock,AMG,,
264,BBG000B9XHG6,AFFINITY BEVERAGE GROUP INC,ABVG,US,BBG000B9XHG6,Common Stock,Equity,BBG001S5NTN1,Common Stock,ABVG,,
265,BBG001JY23X7,AFFINITY ENERGY AND HEALTH L,GZA,GR,BBG001JY23X7,Common Stock,Equity,BBG001S9D244,Common Stock,GZA,,
266,BBG000QWXQM2,AFFINITY GOLD CORP,AFYG,US,BBG000QWXQM2,Common Stock,Equity,BBG001SSSNP7,Common Stock,AFYG,,
267,BBG000C68QP9,AFFINITY METALS CORP,AFF,CN,BBG000C68QP9,Common Stock,Equity,BBG001S6PB83,Common Stock,AFF,,
268,BBG000BCRLG7,AFFINITY NETWORKS INC,AFFN,US,BBG000BCRLG7,Common Stock,Equity,BBG001S79Y07,Common Stock,AFFN,,
269,BBG003GFK9L7,AFFINOR GROWERS INC,AFI,CN,BBG003GFK9L7,Common Stock,Equity,BBG003GFKBB3,Common Stock,AFI,,
270,,,,,,,,,,,,
271,BBG006Q6WSP0,AFFLUENT PARTNERS HOLDINGS,1466,HK,BBG001CDR9M2,Common Stock,Equity,BBG001TWV8L0,Common Stock,1466,,
272,BBG000DQRYV9,AFFYMAX INC,AFFY,US,BBG000DQRYV9,Common Stock,Equity,BBG001SGHKN3,Common Stock,AFFY,,
273,BBG001DHG9F2,AFI DEVELOPMENT PLC-GDR REGS,AFID,XS,BBG001DHG8Y3,GDR,Equity,BBG001ST9KD5,Depositary Receipt,AFID,,
274,BBG000BBBNC6,AFLAC INC,AFL,US,BBG000BBBNC6,Common Stock,Equity,BBG001S5NGJ4,Common Stock,AFL,,
275,BBG017T95LT9,AFREN PLC,AFR1USD,XS,BBG017T95LT9,Common Stock,Equity,BBG001SBFPW5,Common Stock,AFR1USD,,
276,BBG000R38YQ2,AFRICA ENERGY CORP,AFE,CN,BBG000R38YQ2,Common Stock,Equity,BBG001T92H79,Common Stock,AFE,,
277,BBG000R0VMV2,AFRICA ISRAEL RESIDENCES LTD,AFRE,IT,BBG000R0VMG9,Common Stock,Equity,BBG001SPV1J4,Common Stock,AFRE,,
278,BBG000L4F849,AFRICA OIL CORP,AOI,CN,BBG000L4F849,Common Stock,Equity,BBG001SD97Y6,Common Stock,AOI,,
279,,,,,,,,,,,,
280,BBG00MSJ4NG7,AFRICAN GOLD LTD,A1G,AU,BBG00MSJ4NG7,Common Stock,Equity,BBG00MSJ4NP7,Common Stock,A1G,,
281,BBG000H8XS87,AFRICAN METALS CORP,AFMCF,PQ,BBG000H8WGH4,Common Stock,Equity,BBG001S6PKL8,Common Stock,AFMCF,,
282,BBG000QSK890,AFRICAN MINERALS LTD,AMLZF,US,BBG000QSK890,Common Stock,Equity,BBG001SM2MK5,Common Stock,AMLZF,,
283,BBG000BP6Q52,AFRICAN RAINBOW MINERALS LTD,ARI,SJ,BBG000BP6PZ1,Common Stock,Equity,BBG001S699M0,Common Stock,ARI,,
284,BBG00J1Z0PP6,AFRITIN MINING LTD,ATM,LN,BBG00J1Z0DM6,Common Stock,Equity,BBG00J1Z0DP3,Common Stock,ATM,,
285,BBG000FMHVJ7,AFTERMASTER INC,AFTM,US,BBG000FMHVJ7,Common Stock,Equity,BBG001SBJ859,Common Stock,AFTM,,
286,BBG00CW8FZR7,AFTERPAY HOLDINGS LTD,AFYEUR,EO,BBG00CW8FZR7,Common Stock,Equity,BBG00CL9Q6W3,Common Stock,AFYEUR,,
287,BBG000C7ZTV4,AG GROWTH INTERNATIONAL INC,AGGZF,US,BBG000C7ZTV4,Common Stock,Equity,BBG001S6BSN4,Common Stock,AGGZF,,
288,BBG001KJLYZ7,AG MORTGAGE INVESTMENT TRUST,MITT,US,BBG001KJLYZ7,REIT,Equity,BBG001V0PK00,REIT,MITT,,
289,BBG000C3M8M3,AGARWAL INDUSTRIAL CORPORATI,AGAR,IN,BBG000C3M8M3,Common Stock,Equity,BBG001S7WCX3,Common Stock,AGAR,,
290,BBG000BG8RD9,AGC INC,5201,JP,BBG000BG8RD9,Common Stock,Equity,BBG001S5Z9C4,Common Stock,5201,,
291,BBG000DCCZW2,AGCO CORP,AGCO,US,BBG000DCCZW2,Common Stock,Equity,BBG001S7WHW3,Common Stock,AGCO,,
292,BBG000DH97L9,AGEAGLE AERIAL SYSTEMS INC,UAVS,US,BBG000DH97L9,Common Stock,Equity,BBG001SDGR01,Common Stock,UAVS,,
293,BBG000BR0BR3,AGENCY GROUP AUSTRALIA LTD,AU1,AU,BBG000BR0BR3,Common Stock,Equity,BBG001SGMP56,Common Stock,AU1,,
294,BBG000BG7CW2,AGENT INFORMATION SOFTWARE I,AIFS,US,BBG000BG7CW2,Common Stock,Equity,BBG001S6XMM4,Common Stock,AIFS,,
295,,,,,,,,,,,,
296,BBG000C8SWQ9,AGENUS INC,AGEN,US,BBG000C8SWQ9,Common Stock,Equity,BBG001SDV370,Common Stock,AGEN,,
297,BBG00HCXQ7B0,AGEX THERAPEUTICS INC,AGE,US,BBG00HCXQ7B0,Common Stock,Equity,BBG00HCXQ7C9,Common Stock,AGE,,
298,BBG000BZD8P0,AGF MANAGEMENT LTD-CLASS B,AGF/B,CN,BBG000BZD8P0,Common Stock,Equity,BBG001S7JBC3,Common Stock,AGF/B,,
299,BBG000Q09QK1,AGFA GEVAERT NV-UNSPON ADR,AFGVY,US,BBG000Q09QK1,ADR,Equity,BBG001T3Q509,Depositary Receipt,AFGVY,,
300,BBG000M5SS47,AGGREKO PLC,AGK,XS,BBG000M5QDQ8,Common Stock,Equity,BBG001SB9075,Common Stock,AGK,,
301,BBG000BM9384,AGILE GROUP HOLDINGS LTD,3383,HK,BBG000BM92V0,Common Stock,Equity,BBG001SDJJX0,Common Stock,3383,,
302,BBG000PZHFB0,AGILE THERAPEUTICS INC,AGRX,US,BBG000PZHFB0,Common Stock,Equity,BBG001T90960,Common Stock,AGRX,,
303,BBG000BWQYZ5,AGILENT TECHNOLOGIES INC,AG8,GR,BBG000BWQYZ5,Common Stock,Equity,BBG001SCTQY4,Common Stock,AG8,,
304,BBG000BR74W6,AGILYSYS INC,AGYS,US,BBG000BR74W6,Common Stock,Equity,BBG001S5V6V3,Common Stock,AGYS,,
305,BBG000QY4ZD0,AGIOS PHARMACEUTICALS INC,AGIO,US,BBG000QY4ZD0,Common Stock,Equity,BBG001T8R687,Common Stock,AGIO,,
306,,,,,,,,,,,,
307,,,,,,,,,,,,
308,BBG000KB8C89,AGL ENERGY LTD,AGL,AU,BBG000KB8C89,Common Stock,Equity,BBG001SPQVJ4,Common Stock,AGL,,
309,,,,,,,,,,,,
310,BBG00GQ72GJ2,AGM GROUP HOLDINGS INC,AGMH,US,BBG00GQ72GJ2,Common Stock,Equity,BBG00GQ72H73,Common Stock,AGMH,,
311,BBG00NGTTKM8,AGNC INVESTMENT CORP,AGNC V6.875 PERP D,NASDAQ/NGS,,PUBLIC,Pfd,,Preferred Stock,AGNC 6 7/8 PERP,,
312,BBG00NGTTKM8,AGNC INVESTMENT CORP,AGNC V6.875 PERP D,NASDAQ/NGS,,PUBLIC,Pfd,,Preferred Stock,AGNC 6 7/8 PERP,,
313,BBG000CZ8PQ6,AGNICO EAGLE MINES LTD,AEM,CN,BBG000CZ8PQ6,Common Stock,Equity,BBG001S77MK3,Common Stock,AEM,,
314,,,,,,,,,,,,
315,BBG000BNGQS1,AGORA HOSPITALITY GROUP CO L,9704,JP,BBG000BNGQS1,Common Stock,Equity,BBG001S6G9Z8,Common Stock,9704,,
316,BBG002PC1XX1,AGRATIO URBAN DESIGN INC,3467,JP,BBG002PC1XX1,Common Stock,Equity,BBG002PC1XY0,Common Stock,3467,,
317,,,,,,,,,,,,
318,BBG000T9PJD5,AGRICULTURAL BANK OF CHINA-H,1288,HK,BBG000T9PJ36,Common Stock,Equity,BBG001T8HNS9,Common Stock,1288,,
319,BBG006JP2KB1,AGRIEURO CORP,EURI,US,BBG006JP2KB1,Common Stock,Equity,BBG006JP2KC0,Common Stock,EURI,,
320,BBG000T1BW39,AGRIMIN LTD,AMN,AU,BBG000T1BW39,Common Stock,Equity,BBG001SYVML6,Common Stock,AMN,,
321,BBG001NKLVF9,AGRIMINCO CORP,ETPHF,US,BBG001NKLVF9,Common Stock,Equity,BBG001SSHRS7,Common Stock,ETPHF,,
322,BBG00N6MX0S7,AGRIOS GLOBAL HOLDINGS LTD,AGGHF,US,BBG00N6MX0S7,Common Stock,Equity,BBG00MHC11G5,Common Stock,AGGHF,,
323,,,,,,,,,,,,
324,BBG000DP4C71,AGRITEK HOLDINGS INC,AGTK,US,BBG000DP4C71,Common Stock,Equity,BBG001SDVCH9,Common Stock,AGTK,,
325,BBG000Q14K36,AGRITERRA LTD,WNJ1,GR,BBG000Q14K36,Common Stock,Equity,BBG001SM1TX7,Common Stock,WNJ1,,
326,,,,,,,,,,,,
327,BBG005Y2NMK0,AGRO CAPITAL MANAGEMENT CORP,ACMB,US,BBG005Y2NMK0,Common Stock,Equity,BBG005Y2NML9,Common Stock,ACMB,,
328,BBG00F9Z4XB0,AGRO PHOS INDIA LTD,AGROPHOS,IN,BBG00F9Z4XB0,Common Stock,Equity,BBG00F9Z4XH4,Common Stock,AGROPHOS,,
329,BBG000CSX0D3,AGRO TECH FOODS LTD,ATFL,IN,BBG000CSX0D3,Common Stock,Equity,BBG001S83LR0,Common Stock,ATFL,,
330,BBG000BHGB61,AGRO-KANESHO CO LTD,4955,JP,BBG000BHGB61,Common Stock,Equity,BBG001S7CF86,Common Stock,4955,,
331,BBG00699CVL2,AGROFRESH SOLUTIONS INC,AGFS,US,BBG00699CVL2,Common Stock,Equity,BBG00699CWB1,Common Stock,AGFS,,
332,BBG001J07543,AGROLIGA GROUP PLC,AGL,PW,BBG001J07534,Common Stock,Equity,BBG001V0FH62,Common Stock,AGL,,
333,BBG00175T854,AGROTON PUBLIC LTD,AGT,PW,BBG00175T845,Common Stock,Equity,BBG001T616V3,Common Stock,AGT,,
334,BBG000GMC893,AGTECH HOLDINGS LTD,8279,HK,BBG000GMC7G7,Common Stock,Equity,BBG001SH9K05,Common Stock,8279,,
335,BBG000R0PD67,AGUIA RESOURCES LTD,AGR,AU,BBG000R0PD67,Common Stock,Equity,BBG001SSXNP1,Common Stock,AGR,,
336,BBG00B2WXKR2,AHIMSA INDUSTRIES LTD,AHIMSA,IN,BBG00B2WXKR2,Common Stock,Equity,BBG00B2WXKQ3,Common Stock,AHIMSA,,
337,BBG000BNWR92,AHRESTY CORP,5852,JP,BBG000BNWR92,Common Stock,Equity,BBG001S6GKD7,Common Stock,5852,,
338,BBG000HQM3N7,AI HOLDINGS CORP,3076,JP,BBG000HQM3N7,Common Stock,Equity,BBG001SP8JX5,Common Stock,3076,,
339,BBG00HZ6J8L9,AI POWERED EQUITY ETF,AIEQ,US,BBG00HZ6J8L9,ETP,Equity,BBG00HZ6J991,Mutual Fund,AIEQ,,
340,BBG000PQ3Y42,AIA ENGINEERING LTD,AIAE,IN,BBG000PQ3Y42,Common Stock,Equity,BBG001SLMK38,Common Stock,AIAE,,
341,BBG0016XR1Q8,AIA GROUP LTD,1299,HK,BBG000QDY5F7,Common Stock,Equity,BBG001T6WWK4,Common Stock,1299,,
342,BBG000BL7YF2,AICHI STEEL CORP,5482,JP,BBG000BL7YF2,Common Stock,Equity,BBG001S6FFB1,Common Stock,5482,,
343,BBG000BLGYJ8,AIDA ENGINEERING LTD,6118,JP,BBG000BLGYJ8,Common Stock,Equity,BBG001S6FH81,Common Stock,6118,,
344,BBG000BHNRG7,AIFUL CORP,AAU,GR,BBG000BHNRG7,Common Stock,Equity,BBG001S823Y3,Common Stock,AAU,,
345,BBG000BRJMV4,AIGAN CO LTD,9854,JP,BBG000BRJMV4,Common Stock,Equity,BBG001S6LK32,Common Stock,9854,,
346,BBG002454KR1,AILERON THERAPEUTICS INC,ALRN,US,BBG002454KR1,Common Stock,Equity,BBG002454KS0,Common Stock,ALRN,,
347,BBG00F869RB3,AIMMUNE THERAPEUTICS INC,AIMTEUR,XS,BBG00F869QV3,Common Stock,Equity,BBG005NMB2M3,Common Stock,AIMTEUR,,
348,BBG000BF7229,AIN HOLDINGS INC,9627,JP,BBG000BF7229,Common Stock,Equity,BBG001S7HTX3,Common Stock,9627,,
349,BBG00FFCR879,AINO HEALTH AB,AINO,SF,BBG00FFCR833,Common Stock,Equity,BBG00FFCR888,Common Stock,AINO,,
350,BBG000DQ1XF7,AINSWORTH GAME TECHNOLOGY LT,AGI,AU,BBG000DQ1XF7,Common Stock,Equity,BBG001SJX1R7,Common Stock,AGI,,
351,BBG000BG76P3,AIPHONE CO LTD,6718,JP,BBG000BG76P3,Common Stock,Equity,BBG001S5ZQ63,Common Stock,6718,,
352,BBG000HFW7F0,AIR BERLIN PLC,AB1,GR,BBG000HFW7F0,Common Stock,Equity,BBG001SHP9Y5,Common Stock,AB1,,
353,BBG000PV7F57,AIR CANADA,AC,CN,BBG000PV7F57,Common Stock,Equity,BBG001SRFYR7,Common Stock,AC,,
354,BBG000Q6P786,AIR CHINA LTD-SPONSORED-ADR,AIRYY,US,BBG000Q6P786,ADR,Equity,BBG001SR9GR3,Depositary Receipt,AIRYY,,
355,BBG000JRYNL8,AIR FRANCE-KLM,AFR,GR,BBG000JRYNL8,Common Stock,Equity,BBG001SBRR21,Common Stock,AFR,,
356,BBG000BC4JJ4,AIR PRODUCTS & CHEMICALS INC,APD,US,BBG000BC4JJ4,Common Stock,Equity,BBG001S5NSB6,Common Stock,APD,,
357,BBG00G6Y9S66,AIRAN LTD,AIRAN,IN,BBG00G6Y9S66,Common Stock,Equity,BBG00G6Y9SC9,Common Stock,AIRAN,,
358,BBG000N8LW93,AIRBORNE SECURITY & PROTECTI,ABPR,US,BBG000N8LW93,Common Stock,Equity,BBG001SGXLB6,Common Stock,ABPR,,
359,BBG002DZZH25,AIRBORNE WIRELESS NETWORK,ABWN,US,BBG002DZZH25,Common Stock,Equity,BBG002DZZHT6,Common Stock,ABWN,,
360,BBG000DHFBX0,AIRBOSS OF AMERICA CORP,BOS,CN,BBG000DHFBX0,Common Stock,Equity,BBG001S80T14,Common Stock,BOS,,
361,BBG000BJJR23,AIRBUS SE,EADSF,US,BBG000BJJR23,Common Stock,Equity,BBG001S8TFZ6,Common Stock,EADSF,,
362,BBG00JRPY9T5,AIRCASTLE LTD,AYRUSD,XB,BBG00JRPY9S6,Common Stock,Equity,BBG001SPX567,Common Stock,AYRUSD,,
363,BBG0026ZDGG4,AIRGAIN INC,AIRG,US,BBG0026ZDGG4,Common Stock,Equity,BBG0026ZDGH3,Common Stock,AIRG,,
364,,,,,,,,,,,,
365,BBG000L4B6Y4,AIRIQ INC,IQ,CN,BBG000L4B6Y4,Common Stock,Equity,BBG001SD96X9,Common Stock,IQ,,
366,BBG000BJ8QD5,AIRNET TECHNOLOGY INC-ADR,ANTE,US,BBG000BJ8QD5,ADR,Equity,BBG001SC4W23,Depositary Receipt,ANTE,,
367,BBG00DB5CJ11,AIROPACK TECHNOLOGY GROUP AG,AIRNEUR,XS,BBG00DB5CHK4,Common Stock,Equity,BBG001S682N5,Common Stock,AIRNEUR,,
368,BBG000PX04R1,AIRPORT CITY LTD,ARPT,IT,BBG000PX03Z4,Common Stock,Equity,BBG001SRJ0B4,Common Stock,ARPT,,
369,BBG000BG7NW8,AIRPORT FACILITIES CO LTD,8864,JP,BBG000BG7NW8,Common Stock,Equity,BBG001S71BZ7,Common Stock,8864,,
370,BBG002WK9HV4,AIRPORTS OF THAILAND PCL-ADR,AIPUY,US,BBG002WK9HV4,ADR,Equity,BBG002WK9JL1,Depositary Receipt,AIPUY,,
371,,,,,,,,,,,,
372,BBG000BRVZF9,AIRTECH JAPAN LTD,6291,JP,BBG000BRVZF9,Common Stock,Equity,BBG001S6YRW1,Common Stock,6291,,
373,BBG00PBWXCZ0,AIRTEL AFRICA PLC,AAF,LN,BBG00MCFH5X8,Common Stock,Equity,BBG00MCFH5Y7,Common Stock,AAF,,
374,,,,,,,,,,,,
375,BBG000QJS3Q4,AIRTRIP CORP,6191,JP,BBG000QJS3Q4,Common Stock,Equity,BBG001T7DGD6,Common Stock,6191,,
376,BBG000BC8KC4,AISAN INDUSTRY CO LTD,7283,JP,BBG000BC8KC4,Common Stock,Equity,BBG001S6GSR5,Common Stock,7283,,
