,Code,Exchange,Name,Type,Country,Currency,ISIN,previousClose,previousCloseDate
3591,CGN,AU,Crater Gold Mining Ltd,Common Stock,Australia,AUD,AU000000CGN9,0.017,2022-07-21
3592,CRV,LSE,Craven House Capital PLC,Common Stock,UK,USD,GB00BD4FQ360,0.225,2022-07-21
3593,CRZY,US,Crazy Woman Creek Bancorp Incorporated,Common Stock,USA,USD,US2252331051,26.62,2022-07-21
3594,1786,HK,CRCC High-Tech Equip Corp,Common Stock,Hong Kong,HKD,CNE1000023F1,0.71,2022-07-21
3595,CLXN,SW,Crealogix Holding AG,Common Stock,Switzerland,CHF,CH0011115703,61.0,2022-07-20
3596,8368,HK,Creative China Holdings Ltd,Common Stock,Hong Kong,HKD,KYG2562P1292,0.218,2022-07-21
3597,FITX,US,Creative Edge Nutrit,Common Stock,USA,USD,US22528W2052,0.0001,2022-07-21
3598,CREATIVEYE,BSE,CREATIVE EYE LTD.,Common Stock,India,INR,INE230B01021,5.12,2022-07-21
3599,CREATIVEYE,NSE,Creative Eye Limited,Common Stock,India,INR,INE230B01021,5.0,2022-07-21
3600,CLCN,US,Creative Learning Co,Common Stock,USA,USD,US22529R1068,0.08,2022-07-21
3601,CREX,US,Creative Realities Inc,Common Stock,USA,USD,US22530J2006,0.6064,2022-07-21
3602,C76,SG,Creative Technology Ltd,Common Stock,Singapore,SGD,SG1A98006814,2.08,2022-07-21
3603,BAP,US,Credicorp Ltd,Common Stock,USA,USD,USG2519Y1085,125.54,2022-07-21
3604,CACC,US,Credit Acceptance Corporation,Common Stock,USA,USD,US2253101016,554.28,2022-07-21
3605,ACA,PA,Credit Agricole SA,Common Stock,France,EUR,FR0000045072,8.613,2022-07-21
3606,0HAI,LSE,Credit Agricole SA,Common Stock,UK,EUR,FR0000045072,8.569,2022-07-21
3607,CBOM,MCX,Mkb Oao,Common Stock,Russia,RUB,RU000A0JUG31,4.47,2022-07-21
3608,CCP,AU,Credit Corp Group Ltd,Common Stock,Australia,AUD,AU000000CCP3,23.42,2022-07-21
3609,8253,TSE,Credit Saison Co. Ltd.,Common Stock,Japan,JPY,JP3271400008,1636.0,2022-07-21
3610,CIK,US,Credit Suisse Asset Management IF,FUND,USA,USD,US2249161066,2.75,2022-07-21
3611,CS,US,Credit Suisse Group,Common Stock,USA,USD,US2254011081,5.6,2022-07-21
3612,CREDITACC,NSE,CREDITACCESS GRAMEEN LIMITED,Common Stock,India,INR,INE741K01010,1056.75,2022-07-21
3613,541770,BSE,CreditAccess Grameen Limited,Common Stock,India,INR,INE741K01010,1055.1,2022-07-21
3614,CREDITACC,BSE,CreditAccess Grameen Ltd,Common Stock,India,INR,INE741K01010,1055.1,2022-07-21
3615,4763,TSE,Creek & River Co Ltd,Common Stock,Japan,JPY,JP3269700005,2243.0,2022-07-21
3616,CRJ,WAR,Creepy Jar SA,Common Stock,Poland,PLN,PLCRPJR00019,588.0,2022-07-21
3617,CRL,LSE,Creightons Plc,Common Stock,UK,GBX,GB0002341666,38.0,2022-07-21
3618,9698,TSE,Creo Co Ltd,Common Stock,Japan,JPY,JP3271000006,928.0,2022-07-21
3619,CREO,LSE,Creo Medical Group PLC,Common Stock,UK,GBX,GB00BZ1BLL44,77.0,2022-07-21
3620,CPG,US,Crescent Point Energy Corp.,Common Stock,USA,USD,CA22576C1014,7.13,2022-07-21
3621,CPG,TO,Crescent Point Energy Corp.,Common Stock,Canada,CAD,CA22576C1014,9.17,2022-07-21
3622,016,F,Crescent Point Energy Corp.,Common Stock,Germany,EUR,CA22576C1014,6.807,2022-07-21
3623,CTX,TO,Crescita Therapeutics Inc,Common Stock,Canada,CAD,CA2258471028,0.65,2022-07-20
3624,4674,TSE,Cresco Ltd,Common Stock,Japan,JPY,JP3271100004,2104.0,2022-07-21
3625,CPH,AU,Creso Pharma Ltd,Common Stock,Australia,AUD,AU000000CPH2,0.051,2022-07-21
3626,CRST,LSE,Crest Nicholson Holdings plc,Common Stock,UK,GBX,GB00B8VZXT93,265.2,2022-07-21
3627,CREST,NSE,Crest Ventures Limited,Common Stock,India,INR,INE559D01011,170.8,2022-07-21
3628,CREST,BSE,CREST VENTURES LIMITED,Common Stock,India,INR,INE559D01011,169.85,2022-07-21
3629,CEQP,US,Crestwood Equity Partners LP,Common Stock,USA,USD,US2263442087,25.96,2022-07-21
3630,CR,TO,Crew Energy Inc,Common Stock,Canada,CAD,CA2265331074,4.8,2022-07-21
3631,CWEGF,US,Crew Energy Inc,Common Stock,USA,USD,CA2265331074,3.71,2022-07-21
3632,CXDO,US,Crexendo Inc,Common Stock,USA,USD,US2265521078,2.87,2022-07-21
3633,CRH,US,CRH PLC ADR,Common Stock,USA,USD,US12626K2033,36.18,2022-07-21
3634,3698,TSE,Cri Middleware Co Ltd,Common Stock,Japan,JPY,JP3346050002,1085.0,2022-07-21
3635,CWGL,US,Crimson Wine,Common Stock,USA,USD,US22662X1000,7.43,2022-07-21
3636,CRNX,US,Crinetics Pharmaceuticals Inc,Common Stock,USA,USD,US22663K1079,20.63,2022-07-21
3637,CRISIL,NSE,CRISIL Limited,Common Stock,India,INR,INE007A01025,3301.1,2022-07-21
3638,CRISIL,BSE,CRISIL LTD.,Common Stock,India,INR,INE007A01025,3296.8501,2022-07-21
3639,500092,BSE,CRISIL Limited,Common Stock,India,INR,INE007A01025,3296.85,2022-07-21
3640,CRSP,US,Crispr Therapeutics AG,Common Stock,USA,USD,CH0334081137,79.95,2022-07-21
3641,CRE,V,Critical Elements Corporation,Common Stock,Canada,CAD,CA22675W1077,1.35,2022-07-21
3642,CRECF,US,Critical Elements Corporation,Common Stock,USA,USD,CA22675W1077,1.05,2022-07-21
3643,CSLI,US,Critical Solutions,Common Stock,USA,USD,US22675T1043,0.0042,2022-07-21
3644,CROX,US,Crocs Inc,Common Stock,USA,USD,US2270461096,63.89,2022-07-21
3645,CRDA,LSE,Croda International PLC,Common Stock,UK,GBX,GB00BJFFLV09,7048.0,2022-07-21
3646,CHBH,US,Croghan Bancshares Inc,Common Stock,USA,USD,US2270721051,60.89,2022-07-21
3647,CROMPTON,NSE,Crompton Greaves Consumer Electricals Limited,Common Stock,India,INR,INE299U01018,383.55,2022-07-21
3648,CROMPTON,BSE,Crompton Greaves Consumer Electricals Ltd,Common Stock,India,INR,INE299U01018,383.3,2022-07-21
3649,CMW,AU,Cromwell Property Group,Common Stock,Australia,AUD,AU000000CMW8,0.82,2022-07-21
3650,CRON,US,Cronos Group Inc,Common Stock,USA,USD,CA22717L1013,3.27,2022-07-21
3651,CRON,TO,Cronos Group Inc,Common Stock,Canada,CAD,CA22717L1013,4.21,2022-07-21
3652,9428,TSE,Crops Corp,Common Stock,Japan,JPY,JP3273100002,914.0,2022-07-21
3653,XBOR,US,Cross Border Res,Common Stock,USA,USD,US2274431087,0.0002,2022-07-21
3654,CCRN,US,Cross Country Healthcare Inc,Common Stock,USA,USD,US2274831047,30.44,2022-07-21
3655,3675,TSE,Cross Marketing Group Inc,Common Stock,Japan,JPY,JP3272760004,744.0,2022-07-21
3656,CRT,US,Cross Timbers Royalty Trust,Common Stock,USA,USD,US22757R1095,16.72,2022-07-21
3657,CAPL,US,Crossamerica Partners LP,Common Stock,USA,USD,US22758A1051,20.8,2022-07-21
3658,7810,TSE,Crossfor Co Ltd,Common Stock,Japan,JPY,JP3272650007,208.0,2022-07-21
3659,CRWG,US,Crowdgather Inc,Common Stock,USA,USD,US22787P1075,0.004,2022-07-21
3660,CRWD,US,Crowdstrike Holdings Inc,Common Stock,USA,USD,US22788C1053,189.0,2022-07-21
3661,3900,TSE,Crowdworks Inc,Common Stock,Japan,JPY,JP3267900003,1440.0,2022-07-21
3662,CRWN,TO,Crown Capital Partners Inc,Common Stock,Canada,CAD,CA22821L1040,7.85,2022-07-20
3663,CCI,US,Crown Castle International Corp,Common Stock,USA,USD,US22822V1017,173.01,2022-07-21
3664,8CW,F,Crown Castle International Corp,Common Stock,Germany,EUR,US22822V1017,165.64,2022-07-21
3665,CRWS,US,Crown Crafts Inc,Common Stock,USA,USD,US2283091005,6.51,2022-07-21
3666,CCK,US,Crown Holdings Inc,Common Stock,USA,USD,US2283681060,97.32,2022-07-21
3667,CWV,V,Crown Point Energy Inc,Common Stock,Canada,CAD,CA2284622065,0.25,2022-07-20
3668,CWN,AU,Crown Ltd,Common Stock,Australia,AUD,AU000000CWN6,13.09,2022-07-21
3669,1766,HK,CRRC Corp Ltd,Common Stock,Hong Kong,HKD,CNE100000BG0,2.97,2022-07-21
3670,CYRX,US,Cryoport Inc,Common Stock,USA,USD,US2290503075,37.43,2022-07-21
3671,CRCW,US,Crypto Co,Common Stock,USA,USD,US22906C1027,0.9,2022-07-21
3672,CSTR,V,CryptoStar Corp,Common Stock,Canada,CAD,CA22905W1095,0.055,2022-07-21
3673,2232,HK,Crystal International Group Ltd,Common Stock,Hong Kong,HKD,KYG2701R1011,2.46,2022-07-21
3674,CYVF,US,Crystal Valley Financial Corp,Common Stock,USA,USD,US22941P1003,59.5,2022-07-21
3675,SX,PA,CS Communication & Systemes SA,Common Stock,France,EUR,FR0007317813,6.56,2022-07-21
3676,CSBB,US,CSB Bancorp Inc,Common Stock,USA,USD,US12628R1077,37.99,2022-07-21
3677,544,SG,CSE Global Limited,Common Stock,Singapore,SGD,SG1G47869290,0.46,2022-07-21
3678,000012,SHE,CSG Holding Co Ltd,Common Stock,China,CNY,CNE0000002R2,6.41,2022-07-21
3679,CSL,AU,CSL Ltd,Common Stock,Australia,AUD,AU000000CSL8,295.24,2022-07-21
3680,1815,HK,CSMall Group Limited,Common Stock,Hong Kong,HKD,KYG2582R1056,0.34,2022-07-21
3681,1093,HK,CSPC Pharmaceutical Group Ltd,Common Stock,Hong Kong,HKD,HK1093012172,8.33,2022-07-21
3682,CHJTF,US,CSPC Pharmaceutical Group Ltd,Common Stock,USA,USD,HK1093012172,0.92,2022-07-21
3683,CSR,AU,CSR Ltd,Common Stock,Australia,AUD,AU000000CSR5,4.55,2022-07-21
3684,2616,HK,CStone Pharmaceuticals,Common Stock,Hong Kong,HKD,KYG2588M1006,4.58,2022-07-21
3685,CSWI,US,CSW Industrials Inc,Common Stock,USA,USD,US1264021064,112.7,2022-07-21
3686,CSX,US,CSX Corporation,Common Stock,USA,USD,US1264081035,30.99,2022-07-21
3687,CTIC,US,CTi Biopharma Corp,Common Stock,USA,USD,US12648L6011,6.13,2022-07-21
3688,9621,TSE,CTI Engineering Co Ltd,Common Stock,Japan,JPY,JP3281900005,2671.0,2022-07-21
3689,CTDD,US,Qwest Corp 6 75 Notes Expiry 2057,Common Stock,USA,USD,US74913G8731,24.82,2022-07-21
3690,CTPR,US,CTPartners Executive Search Inc,Common Stock,USA,USD,US22945C1053,0.021,2022-07-21
3691,4345,TSE,CTS Co Ltd,Common Stock,Japan,JPY,JP3346970001,831.0,2022-07-21
3692,EVD,XETRA,CTS Eventim AG & Co. KGaA,Common Stock,Germany,EUR,DE0005470306,52.75,2022-07-21
3693,0EEE,LSE,CTS Eventim AG,Common Stock,UK,EUR,DE0005470306,52.1,2022-07-21
3694,KUB,V,Cub Energy Inc,Common Stock,Canada,CAD,CA22944T1093,0.02,2022-07-20
3695,CUBV,US,Cuba Beverage Co,Common Stock,USA,USD,US1265241075,0.0003,2022-07-21
3696,2335,TSE,Cube System Inc,Common Stock,Japan,JPY,JP3244950006,1030.0,2022-07-21
3697,CUBEXTUB,NSE,Cubex Tubings Limited,Common Stock,India,INR,INE144D01012,25.6,2022-07-21
3698,CUBEXTUB,BSE,CUBEX TUBINGS LTD.,Common Stock,India,INR,INE144D01012,25.7,2022-07-21
3699,CUB,TO,CubicFarm Systems Corp,Common Stock,Canada,CAD,CA22968P1080,0.43,2022-07-21
3700,CUE,US,Cue Biopharma,Common Stock,USA,USD,US22978P1066,2.7,2022-07-21
3701,CUE,AU,CUE Energy Resources Ltd,Common Stock,Australia,AUD,AU000000CUE9,0.068,2022-07-21
3702,CUEN,US,Cuentas Inc,Common Stock,USA,USD,US2297942011,0.5401,2022-07-21
3703,CUSI,US,Cuisine Solutions Inc,Common Stock,USA,USD,US2299042067,17.0,2022-07-21
3704,CUL,AU,Cullen Resources Ltd,Common Stock,Australia,AUD,AU000000CUL4,0.014,2022-07-21
3705,CFR,US,Cullen/Frost Bankers Inc,Common Stock,USA,USD,US2298991090,124.82,2022-07-21
3706,CULP,US,Culp Inc,Common Stock,USA,USD,US2302151053,5.1,2022-07-21
3707,600715,SHG,Cultural Investment Holdings Co Ltd,Common Stock,China,CNY,CNE000000KY5,2.31,2022-07-21
3708,CPIX,US,Cumberland Pharmaceuticals Inc,Common Stock,USA,USD,US2307701092,2.56,2022-07-21
3709,CMI,US,Cummins Inc,Common Stock,USA,USD,US2310211063,206.13,2022-07-21
3710,CUM,F,Cummins Inc,Common Stock,Germany,EUR,US2310211063,203.25,2022-07-21
3711,CUMMINSIND,NSE,Cummins India Limited,Common Stock,India,INR,INE298A01020,1220.9,2022-07-21
3712,CUMMINSIND,BSE,CUMMINS INDIA LTD.,Common Stock,India,INR,INE298A01020,1222.3,2022-07-21
3713,CMLS,US,Cumulus Media Inc Class A,Common Stock,USA,USD,US2310828015,7.94,2022-07-21
3714,CUPID,NSE,Cupid Limited,Common Stock,India,INR,INE509F01011,227.75,2022-07-21
3715,530843,BSE,Cupid Limited,Common Stock,India,INR,INE509F01011,227.65,2022-07-21
3716,CUPID,BSE,CUPID LTD.-$,Common Stock,India,INR,INE509F01011,227.65,2022-07-21
3717,CRGS,US,CurAegis Technologies Inc,Common Stock,USA,USD,US23127Q1022,0.0001,2022-07-21
3718,CURLF,US,Curaleaf Holdings Inc,Common Stock,USA,USD,CA23126M1023,6.15,2022-07-21
3719,CBDX,US,Curative Biosciences Inc,Common Stock,USA,USD,US23127M1018,0.001,2022-07-21
3720,CURR,US,Cure Pharmaceutical Holding Corp,Common Stock,USA,USD,US23127P1049,0.32,2022-07-21
3721,CRIS,US,Curis Inc,Common Stock,USA,USD,US2312692005,1.22,2022-07-21
3722,CURO,US,Curo Group Holdings Corp,Common Stock,USA,USD,US23131L1070,7.06,2022-07-21
3723,CXI,TO,Currency Exchange International Corp,Common Stock,Canada,CAD,US23131B3078,16.45,2022-07-21
3724,WATR,V,Current Water Technologies Inc,Common Stock,Canada,CAD,CA23131M1059,0.04,2022-07-21
3725,CUI,V,Currie Rose Resources Inc,Common Stock,Canada,CAD,CA2319005070,0.03,2022-07-21
3726,CBP,LSE,Curtis Banks Ltd,Common Stock,UK,GBX,GB00BW0D4R71,277.0,2022-07-21
3727,CW,US,Curtiss-Wright Corporation,Common Stock,USA,USD,US2315611010,136.7,2022-07-21
3728,CREI,LSE,Custodian REIT PLC,Common Stock,UK,GBX,GB00BJFLFT45,106.2,2022-07-21
3729,CUBI,US,Customers Bancorp Inc,Common Stock,USA,USD,US23204G1004,38.9,2022-07-21
3730,CUTR,US,Cutera Inc,Common Stock,USA,USD,US2321091082,42.59,2022-07-21
3731,CV1,AU,CV Check Ltd,Common Stock,Australia,AUD,AU000000CV19,0.11,2022-07-21
3732,CVHL,US,Cv Holdings Inc,Common Stock,USA,USD,US12661F1012,0.02,2022-07-21
3733,CVSI,US,CV Sciences Inc,Common Stock,USA,USD,US1266541028,0.035,2022-07-21
3734,CVBF,US,CVB Financial Corporation,Common Stock,USA,USD,US1266001056,26.1,2022-07-21
3735,CVV,US,CVD Equipment Corporation,Common Stock,USA,USD,US1266011030,4.615,2022-07-21
3736,CVI,US,CVR Energy Inc,Common Stock,USA,USD,US12662P1084,29.27,2022-07-21
3737,2687,TSE,CVS Bay Area Inc,Common Stock,Japan,JPY,JP3346250008,396.0,2022-07-21
3738,CVSG,LSE,CVS Group Plc,Common Stock,UK,GBX,GB00B2863827,1685.0,2022-07-21
3739,CVS,US,CVS Health Corp,Common Stock,USA,USD,US1266501006,93.19,2022-07-21
3740,CVS,F,CVS Health Corp,Common Stock,Germany,EUR,US1266501006,92.31,2022-07-21
3741,CWC,V,CWC Well Services Corp.,Common Stock,Canada,CAD,CA12671H1055,0.205,2022-07-21
3742,0521,HK,CWT International Ltd,Common Stock,Hong Kong,HKD,HK0521001989,0.07,2022-07-21
3743,CYAN,US,Cyanotech Corporation,Common Stock,USA,USD,US2324373016,2.9,2022-07-21
3744,3852,TSE,Cyber Com Co Ltd,Common Stock,Japan,JPY,JP3311510006,1336.0,2022-07-21
3745,CYBERMEDIA,NSE,Cyber Media (India) Limited,Common Stock,India,INR,INE278G01037,15.3,2022-07-21
3746,CYBERMEDIA,BSE,CYBER MEDIA (INDIA) LTD.,Common Stock,India,INR,INE278G01037,15.7,2022-07-21
3747,CYB1,ST,Cyber Security 1 AB,Common Stock,Sweden,EUR,SE0007604061,0.0198,2022-07-21
3748,4751,TSE,CyberAgent Inc,Common Stock,Japan,JPY,JP3311400000,1380.0,2022-07-21
3749,CYBR,US,CyberArk Software Ltd,Common Stock,USA,USD,IL0011334468,143.05,2022-07-21
3750,7779,TSE,Cyberdyne Inc,Common Stock,Japan,JPY,JP3311530004,355.0,2022-07-21
3751,CYBF,US,Cyberfort Software Inc,Common Stock,USA,USD,US23249C2052,0.025,2022-07-21
3752,3683,TSE,Cyberlinks Co Ltd,Common Stock,Japan,JPY,JP3311540003,1139.0,2022-07-21
3753,1020,HK,Cybernaut International Holdings Co Ltd,Common Stock,Hong Kong,HKD,KYG2606Y1026,0.13,2022-07-21
3754,4312,TSE,Cybernet Systems Co Ltd,Common Stock,Japan,JPY,JP3311570000,920.0,2022-07-21
3755,CYBE,US,CyberOptics Corporation,Common Stock,USA,USD,US2325171021,37.26,2022-07-21
3756,CYBERTECH,NSE,Cybertech Systems And Software Limited,Common Stock,India,INR,INE214A01019,162.7,2022-07-21
3757,CYBERTECH,BSE,CYBERTECH SYSTEMS AND SOFTWARE LTD.,Common Stock,India,INR,INE214A01019,163.0,2022-07-21
3758,4776,TSE,Cybozu Inc,Common Stock,Japan,JPY,JP3312100005,1158.0,2022-07-21
3759,CYCCP,US,Cyclacel Pharmaceuticals Inc,Preferred Stock,USA,USD,US23254L2079,7.0,2022-07-21
3760,CYCN,US,Cyclerion Therapeutics Inc,Common Stock,USA,USD,US23255M1053,0.85,2022-07-21
3761,CYC,AU,Cyclopharm Ltd,Common Stock,Australia,AUD,AU000000CYC5,1.545,2022-07-21
3762,CY5,AU,Cygnus Gold Ltd,Common Stock,Australia,AUD,AU000000CY57,0.15,2022-07-21
3763,CYIENT,NSE,Cyient Limited,Common Stock,India,INR,INE136B01020,799.25,2022-07-21
3764,CYIENT,BSE,Cyient Limited,Common Stock,India,INR,INE136B01020,797.6,2022-07-21
3765,CBAY,US,Cymabay Therapeu,Common Stock,USA,USD,US23257D1037,3.11,2022-07-21
3766,CYM,V,Cymat Technologies Ltd.,Common Stock,Canada,CAD,CA23257A2083,0.44,2022-07-21
3767,CYB,TO,Cymbria Corporation,Common Stock,Canada,CAD,CA23257X1096,58.26,2022-07-21
3768,CYP,AU,Cynata Therapeutics Ltd,Common Stock,Australia,AUD,AU000000CYP7,0.4,2022-07-21
3769,CTEK,US,CynergisTek Inc,Common Stock,USA,USD,US23258P1057,1.19,2022-07-21
3770,CYP,V,Cypress Development Corp.,Common Stock,Canada,CAD,CA2327492005,1.35,2022-07-21
3771,CYM,AU,Cyprium Metals Ltd,Common Stock,Australia,AUD,AU0000050536,0.099,2022-07-21
3772,CYRN,US,Cyren Ltd,Common Stock,USA,USD,USM255962021,1.95,2022-07-21
3773,CYDY,US,Cytodyn Inc,Common Stock,USA,USD,US23283M1018,0.688,2022-07-21
3774,CYTK,US,Cytokinetics Inc,Common Stock,USA,USD,US23282W6057,39.5,2022-07-21
3775,CTMX,US,CytomX Therapeutics Inc,Common Stock,USA,USD,US23284F1057,1.47,2022-07-21
3776,CTSO,US,Cytosorbents Crp,Common Stock,USA,USD,US23283X2062,2.28,2022-07-21
3777,CYTR,US,CytRx Corp,Common Stock,USA,USD,US2328286081,0.0903,2022-07-21
3778,CYCA,US,Cytta Corp,Common Stock,USA,USD,US12673W4078,0.16,2022-07-21
3779,1580,HK,Da Sen Holdings Group Ltd,Common Stock,Hong Kong,HKD,KYG2659Y1089,0.1,2022-07-21
3780,DABUR,NSE,Dabur India Limited,Common Stock,India,INR,INE016A01026,571.95,2022-07-21
3781,DABUR,BSE,DABUR INDIA LTD.,Common Stock,India,INR,INE016A01026,572.25,2022-07-21
3782,500096,BSE,Dabur India Limited,Common Stock,India,INR,INE016A01026,572.25,2022-07-21
3783,3999,HK,DaChan Food Asia Ltd,Common Stock,Hong Kong,HKD,KYG261441086,0.54,2022-07-21
3784,DCN,AU,Dacian Gold Ltd,Common Stock,Australia,AUD,AU000000DCN6,0.099,2022-07-21
3785,8417,HK,Dadi Education Holdings Ltd,Common Stock,Hong Kong,HKD,KYG2616M1069,0.022,2022-07-21
3786,8130,HK,Dadi International Group Ltd,Common Stock,Hong Kong,HKD,BMG2617D1056,0.036,2022-07-21
3787,DAE,SW,Daetwyl I,Common Stock,Switzerland,CHF,CH0030486770,219.5,2022-07-21
3788,6111,HK,DaFa Properties Group Ltd,Common Stock,Hong Kong,HKD,KYG261681079,0.33,2022-07-21
3789,2356,HK,Dah Sing Banking Group Ltd,Common Stock,Hong Kong,HKD,HK2356013600,5.99,2022-07-21
3790,0440,HK,Dah Sing Financial Holdings Ltd,Common Stock,Hong Kong,HKD,HK0440001847,20.5,2022-07-21
3791,600257,SHG,Dahu Aquaculture Co Ltd,Common Stock,China,CNY,CNE0000012Z4,5.43,2022-07-21
3792,7912,TSE,Dai Nippon Printing Co. Ltd.,Common Stock,Japan,JPY,JP3493800001,2921.0,2022-07-21
3793,1980,TSE,Dai-Dan Co Ltd,Common Stock,Japan,JPY,JP3486000007,2206.0,2022-07-21
3794,8750,TSE,Dai-ichi Life Holdings Inc,Common Stock,Japan,JPY,JP3476480003,2344.5,2022-07-21
3795,4202,TSE,Daicel Corp,Common Stock,Japan,JPY,JP3485800001,856.0,2022-07-21
3796,7245,TSE,Daido Metal Co Ltd,Common Stock,Japan,JPY,JP3491800003,557.0,2022-07-21
3797,5471,TSE,Daido Steel Co Ltd,Common Stock,Japan,JPY,JP3491000000,3735.0,2022-07-21
3798,6383,TSE,Daifuku Co Ltd,Common Stock,Japan,JPY,JP3497400006,8520.0,2022-07-21
3799,6622,TSE,Daihen Corp,Common Stock,Japan,JPY,JP3497800007,4165.0,2022-07-21
3800,8059,TSE,Daiichi Jitsugyo Co Ltd,Common Stock,Japan,JPY,JP3475800003,3320.0,2022-07-21
3801,4568,TSE,Daiichi Sankyo Co. Ltd.,Common Stock,Japan,JPY,JP3475350009,3608.0,2022-07-21
3802,7458,TSE,Daiichikosho Co Ltd,Common Stock,Japan,JPY,JP3475200006,3820.0,2022-07-21
3803,5900,TSE,Daiken Co Ltd,Common Stock,Japan,JPY,JP3482400003,715.0,2022-07-21
3804,7775,TSE,Daiken Medical Co Ltd,Common Stock,Japan,JPY,JP3482500000,481.0,2022-07-21
3805,4245,TSE,Daiki Axis Co Ltd,Common Stock,Japan,JPY,JP3480590003,713.0,2022-07-21
3806,6367,TSE,Daikin Industries Ltd.,Common Stock,Japan,JPY,JP3481800005,23525.0,2022-07-21
3807,6993,TSE,Daikokuya Holdings Co Ltd,Common Stock,Japan,JPY,JP3926000005,66.0,2022-07-21
3808,4246,TSE,DaikyoNishikawa Corp,Common Stock,Japan,JPY,JP3481300006,553.0,2022-07-21
3809,DJCO,US,Daily Journal Corp,Common Stock,USA,USD,US2339121046,272.05,2022-07-21
3810,9818,TSE,Daimaru Enawin Co Ltd,Common Stock,Japan,JPY,JP3499200008,1204.0,2022-07-21
3811,4116,TSE,Dainichiseika Color & Chemicals MFG Co Ltd,Common Stock,Japan,JPY,JP3492200005,1843.0,2022-07-21
3812,6373,TSE,Daido Kogyo Co Ltd,Common Stock,Japan,JPY,JP3489000004,812.0,2022-07-21
3813,3880,TSE,Daio Paper Corp,Common Stock,Japan,JPY,JP3440400004,1465.0,2022-07-21
3814,1712,TSE,Daiseki Eco. Solution,Common Stock,Japan,JPY,JP3485700003,835.0,2022-07-21
3815,0567,HK,Daisho Microline Holdings Ltd,Common Stock,Hong Kong,HKD,BMG2624V1063,0.06,2022-07-21
3816,9979,TSE,Daisyo Corp,Common Stock,Japan,JPY,JP3484000009,1175.0,2022-07-21
3817,8563,TSE,Daito Bank Ltd,Common Stock,Japan,JPY,JP3486700002,649.0,2022-07-21
3818,1878,TSE,Daito Trust Construction,Common Stock,Japan,JPY,JP3486800000,12380.0,2022-07-21
3819,1305,TSE,Daiwa TOPIX Listed,ETF,Japan,JPY,JP3027620008,2033.0,2022-07-21
3820,1925,TSE,Daiwa House Industry Co. Ltd.,Common Stock,Japan,JPY,JP3505000004,3233.0,2022-07-21
3821,6459,TSE,Daiwa Industries Ltd,Common Stock,Japan,JPY,JP3505800007,1139.0,2022-07-21
3822,9082,TSE,Daiwa Motor Transportation Co Ltd,Common Stock,Japan,JPY,JP3503000006,784.0,2022-07-20
3823,8976,TSE,Daiwa Office Investment Corp,Common Stock,Japan,JPY,JP3046310003,718000.0,2022-07-21
3824,8601,TSE,Daiwa Securities Group Inc.,Common Stock,Japan,JPY,JP3502200003,620.2,2022-07-21
3825,DKSC,US,Dakshidin Corporatio,Common Stock,USA,USD,US2342631015,0.0011,2022-07-21
3826,DAKT,US,Daktronics Inc,Common Stock,USA,USD,US2342641097,3.57,2022-07-21
3827,DHG,IR,Dalata Hotel Group Plc,Common Stock,Ireland,EUR,IE00BJMZDW83,3.65,2022-07-21
3828,3799,HK,Dali Foods Group Company Ltd,Common Stock,Hong Kong,HKD,KYG2743Y1061,4.12,2022-07-21
3829,DALMIASUG,NSE,Dalmia Bharat Sugar and Industries Limited,Common Stock,India,INR,INE495A01022,368.95,2022-07-21
3830,DALMIASUG,BSE,Dalmia Bharat Sugar and Industries Ltd,Common Stock,India,INR,INE495A01022,369.9,2022-07-21
3831,DFCO,US,Dalrada Financial Corp,Common Stock,USA,USD,US2354964031,0.224,2022-07-21
3832,ALDAR,PA,Damartex,Common Stock,France,EUR,FR0000185423,12.15,2022-07-21
3833,DAMODARIND,NSE,Damodar Industries Limited,Common Stock,India,INR,INE497D01022,49.85,2022-07-21
3834,DAMOINDUS,BSE,DAMODAR INDUSTRIES LTD.-$,Common Stock,India,INR,INE497D01022,50.15,2022-07-21
3835,DANH,TA,Dan Hotels,Common Stock,Israel,ILA,IL0008220159,2904.0,2022-07-21
3836,DHR,US,Danaher Corporation,Common Stock,USA,USD,US2358511028,279.23,2022-07-21
3837,DHR,F,Danaher Corporation,Common Stock,Germany,EUR,US2358511028,23.33,2022-07-21
3838,DNK,AU,Danakali Ltd,Common Stock,Australia,AUD,AU000000DNK9,0.27,2022-07-21
3839,SBMSF,US,Danakali Ltd,Common Stock,USA,USD,AU000000DNK9,0.17,2022-07-21
3840,DAC,US,Danaos Corporation,Common Stock,USA,USD,MHY1968P1218,68.67,2022-07-21
3841,DANE,TA,Danel (Adir Yeoshua) Ltd,Common Stock,Israel,ILA,IL0003140139,45020.0,2022-07-21
3842,DANGEE,NSE,Dangee Dums Limited,Common Stock,India,INR,INE688Y01014,399.55,2022-07-21
3843,DAN,MI,Danieli & C. Officine Meccaniche S.p.A,Common Stock,Italy,EUR,IT0000076502,19.24,2022-07-21
3844,0APM,LSE,Danieli & C Officine Meccaniche SpA,Common Stock,UK,EUR,IT0000076502,19.3,2022-07-21
3845,BN,PA,Danone SA,Common Stock,France,EUR,FR0000120644,53.83,2022-07-21
3846,0KFX,LSE,Danone SA,Common Stock,UK,EUR,FR0000120644,53.71,2022-07-21
3847,DNN,MI,Danone SA,Common Stock,Italy,EUR,FR0000120644,53.07,2022-07-21
