,Code,Exchange,Name,Type,Country,Currency,ISIN,previousClose,previousCloseDate
9155,9744,TSE,Meitec Corp,Common Stock,Japan,JPY,JP3919200000,2393.0,2022-07-22
9156,1357,HK,Meitu Inc,Common Stock,Hong Kong,HKD,KYG5966D1051,0.89,2022-07-22
9157,7284,TSE,Meiwa Industry Co Ltd,Common Stock,Japan,JPY,JP3920800004,1006.0,2022-07-22
9158,MAY,AU,Melbana Energy Ltd,Common Stock,Australia,AUD,AU000000MAY8,0.097,2022-07-22
9159,MRD,TO,Melcor Developments Ltd.,Common Stock,Canada,CAD,CA5854671032,12.47,2022-07-21
9160,MELE,BR,Melexis NV,Common Stock,Belgium,EUR,BE0165385973,74.05,2022-07-21
9161,MEL,MC,Melia Hotels,Common Stock,Spain,EUR,ES0176252718,5.815,2022-07-21
9162,0MKO,LSE,Melia Hotels,Common Stock,UK,EUR,ES0176252718,5.795,2022-07-21
9163,MLSR,TA,Melisron,Common Stock,Israel,ILA,IL0003230146,25900.0,2022-07-21
9164,2130,TSE,Members Co Ltd,Common Stock,Japan,JPY,JP3921700005,2890.0,2022-07-22
9165,OEE,V,Memex Inc,Common Stock,Canada,CAD,CA58600T1084,0.01,2022-07-21
9166,5NF,SG,Mencast Holdings Ltd,Common Stock,Singapore,SGD,SG1X07940643,0.051,2022-07-22
9167,MENE,V,Mene Inc,Common Stock,Canada,CAD,CA58680T1012,0.6,2022-07-21
9168,7780,TSE,Menicon Co Ltd,Common Stock,Japan,JPY,JP3921270009,3430.0,2022-07-22
9169,MENONBE,NSE,Menon Bearings Limited,Common Stock,India,INR,INE071D01033,88.05,2022-07-22
9170,523828,BSE,Menon Bearings Limited,Common Stock,India,INR,INE071D01033,88.2,2022-07-22
9171,MENONBE,BSE,MENON BEARINGS LTD.-$,Common Stock,India,INR,INE071D01033,88.2,2022-07-22
9172,MMHD,TA,Menora Miv Hld,Common Stock,Israel,ILA,IL0005660183,6885.0,2022-07-21
9173,MUM,XETRA,Mensch und Maschine Software SE,Common Stock,Germany,EUR,DE0006580806,48.9,2022-07-21
9174,MUM,F,Mensch und Maschine Software SE,Common Stock,Germany,EUR,DE0006580806,48.8,2022-07-21
9175,MNTR,US,Mentor Capital Inc.,Common Stock,USA,USD,US5871831047,0.04,2022-07-21
9176,MELI,US,MercadoLibre Inc,Common Stock,USA,USD,US58733R1023,789.2,2022-07-21
9177,MBWM,US,Mercantile Bank Corporation,Common Stock,USA,USD,US5873761044,33.75,2022-07-21
9178,MRC,LSE,The Mercantile Investment Trust plc,Common Stock,UK,GBX,GB00BF4JDH58,194.2,2022-07-21
9179,4385,TSE,Mercari Inc,Common Stock,Japan,JPY,JP3921290007,2201.0,2022-07-22
9180,MERC,US,Mercer International Inc,Common Stock,USA,USD,US5880561015,15.44,2022-07-21
9181,MHI,AU,Merchant House International,Common Stock,Australia,AUD,BMG5996M1091,0.062,2022-07-22
9182,MBIN,US,Merchants Bancorp,Common Stock,USA,USD,US58844R1086,24.26,2022-07-21
9183,MFGI,US,Merchants Financial Group Inc,Common Stock,USA,USD,US5885381088,26.4,2022-07-21
9184,MRCH,LSE,Merchants Trust PLC,Common Stock,UK,GBX,GB0005800072,556.0,2022-07-21
9185,MRHL,TA,Merchavia Holdings and Investments Ltd,Common Stock,Israel,ILA,IL0002570146,43.0,2022-07-21
9186,MERC,LSE,Mercia Technologies PLC,Common Stock,UK,GBX,GB00BSL71W47,30.25,2022-07-21
9187,MCY,US,Mercury General Corporation,Common Stock,USA,USD,US5894001008,41.77,2022-07-21
9188,MCY,AU,Mercury NZ Ltd,Common Stock,Australia,AUD,NZMRPE0001S2,5.31,2022-07-22
9189,MRCY,US,Mercury Systems Inc,Common Stock,USA,USD,US5893781089,61.84,2022-07-21
9190,VIVO,US,Meridian Bioscience Inc,Common Stock,USA,USD,US5895841014,32.69,2022-07-21
9191,MEZ,AU,Meridian Energy Ltd,Common Stock,Australia,AUD,NZMELE0002S7,4.42,2022-07-22
9192,MRDH,US,Meridian Holdings Inc,Common Stock,USA,USD,US5896362085,0.06,2022-07-21
9193,MTH,US,Meritage Corporation,Common Stock,USA,USD,US59001A1025,85.41,2022-07-21
9194,MHGU,US,Meritage Hospitality Group Inc,Common Stock,USA,USD,US59000K3095,19.85,2022-07-21
9195,MTOR,US,Meritor Inc,Common Stock,USA,USD,US59001K1007,36.35,2022-07-21
9196,MRL,MC,Merlin Properties SOCIMI SA,Common Stock,Spain,EUR,ES0105025003,9.61,2022-07-21
9197,0QVM,LSE,Merlin Properties SA,Common Stock,UK,EUR,ES0105025003,9.5725,2022-07-21
9198,DU4,SG,Mermaid Maritime Public Company Limited,Common Stock,Singapore,SGD,TH0955010002,0.082,2022-07-22
9199,MACK,US,Merrimack Pharmaceuticals Inc,Common Stock,USA,USD,US5903282094,5.82,2022-07-21
9200,MERR,US,Merriman Holdings Inc,Common Stock,USA,USD,US5904192060,0.09,2022-07-21
9201,MRSN,US,Mersana Therapeutics Inc,Common Stock,USA,USD,US59045L1061,5.77,2022-07-21
9202,MRN,PA,Mersen SA,Common Stock,France,EUR,FR0000039620,32.0,2022-07-21
9203,0Q6Q,LSE,Mersen,Common Stock,UK,EUR,FR0000039620,31.775,2022-07-21
9204,MRUS,US,Merus BV,Common Stock,USA,USD,NL0011606264,25.55,2022-07-21
9205,MESA,US,Mesa Air Group Inc,Common Stock,USA,USD,US5904791358,2.13,2022-07-21
9206,MLAB,US,Mesa Laboratories Inc,Common Stock,USA,USD,US59064R1095,207.75,2022-07-21
9207,MTR,US,Mesa Royalty Trust,Common Stock,USA,USD,US5906601068,11.3,2022-07-21
9208,MSB,US,Mesabi Trust,Common Stock,USA,USD,US5906721015,29.22,2022-07-21
9209,MSB,AU,Mesoblast Ltd,Common Stock,Australia,AUD,AU000000MSB8,0.95,2022-07-22
9210,MEOBF,US,Mesoblast Ltd,Common Stock,USA,USD,AU000000MSB8,0.48,2022-07-21
9211,MCCK,US,Mestek Inc,Common Stock,USA,USD,US5908293054,30.0,2022-07-21
9212,MBK,AU,Metal Bank Ltd,Common Stock,Australia,AUD,AU000000MBK5,0.004,2022-07-22
9213,MTC,V,metalCORP Limited,Common Stock,Canada,CAD,CA5911451071,0.03,2022-07-20
9214,MTX,V,Metalex Ventures Ltd.,Common Stock,Canada,CAD,CA5909152038,0.06,2022-07-20
9215,MCT,AU,Metalicity Ltd,Common Stock,Australia,AUD,AU000000MCT4,0.003,2022-07-22
9216,MTLK,US,Metalink Ltd,Common Stock,USA,USD,USM698971100,1.05,2022-07-21
9217,MMG,V,Metallic Minerals Corp,Common Stock,Canada,CAD,CA59126M1068,0.39,2022-07-21
9218,1618,HK,Metallurgical Corporation of China Ltd,Common Stock,Hong Kong,HKD,CNE100000FF3,1.77,2022-07-22
9219,MLS,AU,Metals Australia Ltd,Common Stock,Australia,AUD,AU000000MLS7,0.054,2022-07-22
9220,MEK,V,Metals Creek Resources Corp,Common Stock,Canada,CAD,CA59131Q2099,0.11,2022-07-21
9221,MLX,AU,Metals X Ltd,Common Stock,Australia,AUD,AU000000MLX7,0.31,2022-07-22
9222,MTC,AU,Metalstech Ltd,Common Stock,Australia,AUD,AU000000MTC4,0.345,2022-07-22
9223,METALFORGE,NSE,Metalyst Forgings Limited,Common Stock,India,INR,INE425A01011,4.5,2022-07-22
9224,METALFORGE,BSE,Metalyst Forgings Limited,Common Stock,India,INR,INE425A01011,4.54,2022-07-22
9225,6172,TSE,Metaps Inc,Common Stock,Japan,JPY,JP3921280008,587.0,2022-07-22
9226,MTST,US,MetaStat Inc,Common Stock,USA,USD,US59140A2033,0.0001,2022-07-21
9227,MRNJ,US,Metatron Inc,Common Stock,USA,USD,US59141K1016,0.0002,2022-07-21
9228,MTS,AU,Metcash Ltd,Common Stock,Australia,AUD,AU000000MTS0,4.19,2022-07-22
9229,MEI,AU,Meteoric Resources NL,Common Stock,Australia,AUD,AU000000MEI3,0.012,2022-07-22
9230,MEL,AU,Metgasco,Common Stock,Australia,AUD,AU000000MEL7,0.023,2022-07-22
9231,MEOH,US,Methanex Corporation,Common Stock,USA,USD,CA59151K1084,38.89,2022-07-21
9232,MX,TO,Methanex Corporation,Common Stock,Canada,CAD,CA59151K1084,50.0,2022-07-21
9233,MEI,US,Methode Electronics Inc,Common Stock,USA,USD,US5915202007,38.55,2022-07-21
9234,METKORE,NSE,Metkore Alloys & Industries Limited,Common Stock,India,INR,INE592I01029,0.65,2022-07-21
9235,MET,US,MetLife Inc,Common Stock,USA,USD,US59156R1086,61.11,2022-07-21
9236,MLMIB,PA,Metrics in Balance NV,Common Stock,France,EUR,BE0974328602,0.45,2022-07-21
9237,MTRO,LSE,Metro Bank PLC,Common Stock,UK,GBX,GB00BZ6STL67,78.0,2022-07-21
9238,M01,SG,Metro Holdings Limited,Common Stock,Singapore,SGD,SG1I11878499,0.765,2022-07-22
9239,MMI,AU,Metro Mining,Common Stock,Australia,AUD,AU000000MMI6,0.024,2022-07-22
9240,WOWI,US,Metro One Telecommunications Inc,Common Stock,USA,USD,US59163F2048,0.066,2022-07-21
9241,MPP,AU,Metro Performance Glass Ltd,Common Stock,Australia,AUD,NZMPGE0001S5,0.245,2022-07-22
9242,MCBS,US,MetroCity Bankshares,Common Stock,USA,USD,US59165J1051,21.27,2022-07-21
9243,8621,HK,Metropolis Capital Holdings Ltd,Common Stock,Hong Kong,HKD,KYG6045W1069,0.041,2022-07-22
9244,MSPC,US,Metrospaces Inc,Common Stock,USA,USD,US59266V3042,0.0002,2022-07-21
9245,M3V,F,MeVis Medical Solutions AG,Common Stock,Germany,EUR,DE000A0LBFE4,32.0,2022-07-21
9246,M3V,XETRA,MeVis Medical Solutions AG,Common Stock,Germany,EUR,DE000A0LBFE4,32.8,2022-07-21
9247,MV4,SG,Mewah International Inc,Common Stock,Singapore,SGD,KYG6074A1085,0.345,2022-07-22
9248,MXC,US,Mexco Energy Corporation,Common Stock,USA,USD,US5927701012,16.46,2022-07-21
9249,MXF,US,Mexico Closed Fund,FUND,USA,USD,US5928351023,13.9,2022-07-21
9250,MBTN,SW,Meyer Burger Tech AG,Common Stock,Switzerland,CHF,CH0108503795,0.509,2022-07-21
9251,MCR,US,MFS Charter Income Trust,Common Stock,USA,USD,US5527271093,6.46,2022-07-21
9252,MFM,US,MFS Municipal Income Trust,Common Stock,USA,USD,US5527381066,5.67,2022-07-21
9253,MFV,US,MFS Special Value Trust,Common Stock,USA,USD,US55274E1029,4.58,2022-07-21
9254,ALMGI,PA,Mg Internation,Common Stock,France,EUR,FR0010204453,10.85,2022-07-21
9255,MXC,AU,MGC Pharmaceuticals Ltd,Common Stock,Australia,AUD,AU000000MXC6,0.021,2022-07-22
9256,MGCLF,US,MGC Pharmaceuticals Ltd,Common Stock,USA,USD,AU000000MXC6,0.0128,2022-07-21
9257,MGEE,US,MGE Energy Inc,Common Stock,USA,USD,US55277P1049,75.01,2022-07-21
9258,MTG,US,MGIC Investment Corp,Common Stock,USA,USD,US5528481030,13.65,2022-07-21
9259,2282,HK,MGM China Holdings Ltd,Common Stock,Hong Kong,HKD,KYG607441022,4.25,2022-07-22
9260,MGM,US,MGM Resorts International,Common Stock,USA,USD,US5529531015,31.44,2022-07-21
9261,MGPI,US,MGP Ingredients Inc,Common Stock,USA,USD,US55303J1060,102.83,2022-07-21
9262,MGTI,US,MGT Capital Investments Inc,Common Stock,USA,USD,US55302P2020,0.0078,2022-07-21
9263,8473,HK,Mi Ming Mart Holdings,Common Stock,Hong Kong,HKD,KYG148491064,0.176,2022-07-22
9264,MHJ,AU,Michael Hill International Ltd,Common Stock,Australia,AUD,AU000000MHJ4,1.06,2022-07-22
9265,ML,PA,Compagnie Generale des Etablissements Michelin SCA,Common Stock,France,EUR,FR001400AJ45,28.23,2022-07-21
9266,MBH,LSE,Michelmersh Brick Holdings Plc,Common Stock,UK,GBX,GB00B013H060,86.0,2022-07-21
9267,MCBP,US,Michigan Community Bancorp Ltd,Common Stock,USA,USD,US5944481028,0.0011,2022-07-21
9268,MBX,TO,Microbix Biosystems Inc.,Common Stock,Canada,CAD,CA59501P1045,0.49,2022-07-21
9269,MBXBF,US,Microbix Biosystems Inc.,Common Stock,USA,USD,CA59501P1045,0.399,2022-07-21
9270,MBOT,US,Microbot Medical Inc,Common Stock,USA,USD,US59503A2042,5.0,2022-07-21
9271,MCHP,US,Microchip Technology Inc,Common Stock,USA,USD,US5950171042,66.2,2022-07-21
9272,MMTIF,US,Micromem Technologies Inc,Common Stock,USA,USD,CA59509P1062,0.03,2022-07-21
9273,6159,TSE,Micron Machinery Co Ltd,Common Stock,Japan,JPY,JP3883700001,1365.0,2022-07-22
9274,MICR,US,Micron Solutions Inc,Common Stock,USA,USD,US59511X1054,2.49,2022-07-21
9275,MU,US,Micron Technology Inc,Common Stock,USA,USD,US5951121038,63.64,2022-07-21
9276,6871,TSE,Micronics Japan Co Ltd,Common Stock,Japan,JPY,JP3750400008,1273.0,2022-07-22
9277,MPAD,US,Micropac Industries Inc,Common Stock,USA,USD,US5951351049,16.39,2022-07-21
9278,MSYS,LSE,Microsaic Systems Plc,Common Stock,UK,GBX,GB00B547ZY09,0.065,2022-07-21
9279,MSFT,US,Microsoft Corporation,Common Stock,USA,USD,US5949181045,264.84,2022-07-21
9280,MSF,XETRA,Microsoft Corporation,Common Stock,Germany,EUR,US5949181045,256.2,2022-07-21
9281,MSFT,SN,Microsoft Corporation,Common Stock,Chile,USD,US5949181045,252.52,2022-07-19
9282,MSTR,US,MicroStrategy Incorporated,Common Stock,USA,USD,US5949724083,289.71,2022-07-21
9283,MVIS,US,Microvision Inc,Common Stock,USA,USD,US5949603048,5.12,2022-07-21
9284,1985,HK,Microware Group Ltd,Common Stock,Hong Kong,HKD,KYG609061075,0.88,2022-07-22
9285,MFCO,US,Microwave Filter Company Inc,Common Stock,USA,USD,US5951761080,0.74,2022-07-21
9286,MICT,US,MICT Inc,Common Stock,USA,USD,US55328R1095,0.6558,2022-07-21
9287,MIDD,US,Middleby Corp,Common Stock,USA,USD,US5962781010,137.46,2022-07-21
9288,MBCN,US,Middlefield Banc,Common Stock,USA,USD,US5963042040,25.23,2022-07-21
9289,MSEX,US,Middlesex Water Company,Common Stock,USA,USD,US5966801087,89.35,2022-07-21
9290,000333,SHE,Midea Group Co Ltd,Common Stock,China,CNY,CNE100001QQ5,55.09,2022-07-22
9291,3990,HK,Midea Real Estate Holding Ltd,Common Stock,Hong Kong,HKD,KYG609201085,9.67,2022-07-22
9292,MD,V,Midland Exploration Inc,Common Stock,Canada,CAD,CA59751U1003,0.365,2022-07-21
9293,1200,HK,Midland Holdings Ltd,Common Stock,Hong Kong,HKD,BMG4491W1001,0.75,2022-07-22
9294,0459,HK,Midland Ic&I Ltd,Common Stock,Hong Kong,HKD,KYG6103P1182,0.132,2022-07-22
9295,MSBI,US,Midland States Bancorp Inc,Common Stock,USA,USD,US5977421057,25.47,2022-07-21
9296,MMA,V,Midnight Sun Mining Corp,Common Stock,Canada,CAD,CA5980151057,0.12,2022-07-20
9297,MWY,AU,Midway Ltd,Common Stock,Australia,AUD,AU000000MWY2,0.83,2022-07-22
9298,MEEC,US,Midwest Energy Emiss,Common Stock,USA,USD,US59833H1014,0.29,2022-07-21
9299,MDWT,US,Midwest Holding Inc,Common Stock,USA,USD,US59833J2069,11.96,2022-07-21
9300,MOFG,US,MidWestOne Financial Group Inc,Common Stock,USA,USD,US5985111039,30.84,2022-07-21
9301,3232,TSE,Mie Kotsu Group Holdings Inc,Common Stock,Japan,JPY,JP3332510001,486.0,2022-07-22
9302,MGDL,TA,Migdal Insurance,Common Stock,Israel,ILA,IL0010811656,537.0,2022-07-21
9303,1715,HK,Miji International Holdings Ltd,Common Stock,Hong Kong,HKD,KYG6118R1092,0.1,2022-07-22
9304,1247,HK,Miko International Hldg Ltd,Common Stock,Hong Kong,HKD,KYG6117R1267,0.94,2022-07-22
9305,MIKN,SW,Mikron Holding AG,Common Stock,Switzerland,CHF,CH0003390066,8.5,2022-07-21
9306,7247,TSE,Mikuni Corp,Common Stock,Japan,JPY,JP3882800000,366.0,2022-07-22
9307,MIST,US,Milestone Pharmaceuticals Inc,Common Stock,USA,USD,CA59935V1076,7.19,2022-07-21
9308,MLSS,US,Milestone Scientific,Common Stock,USA,USD,US59935P2092,1.06,2022-07-21
9309,ALMLB,PA,Miliboo SA,Common Stock,France,EUR,FR0013053535,3.105,2022-07-21
9310,MBVA,US,Millenium Bankshares,Common Stock,USA,USD,US60037B2051,0.0001,2022-07-21
9311,MENC,US,Millennium Energy Corp,Common Stock,USA,USD,US60040T1025,0.016,2022-07-21
9312,8147,HK,Millennium Pacific Group Holdings Ltd,Common Stock,Hong Kong,HKD,KYG6169E1558,0.037,2022-07-22
9313,MIL,AU,Millennium Services Group Ltd,Common Stock,Australia,AUD,AU000000MIL8,0.345,2022-07-22
9314,HIE,US,Miller/Howard High Income Equity Fund,FUND,USA,USD,US6003791018,9.89,2022-07-21
9315,TIGO,US,Millicom International Cellular SA,Common Stock,USA,USD,LU0038705702,13.42,2022-07-21
9316,1897,HK,Million Hope Industries Holdings Ltd,Common Stock,Hong Kong,HKD,KYG6130N1025,0.52,2022-07-22
9317,6638,TSE,Mimaki Engineering Co Ltd,Common Stock,Japan,JPY,JP3907150001,580.0,2022-07-22
9318,MDXG,US,MiMedx Group Inc,Common Stock,USA,USD,US6024961012,3.51,2022-07-21
9319,MSP,V,Minaean SP Construction Corp,Common Stock,Canada,CAD,CA60250V1022,0.1,2022-07-20
9320,6862,TSE,Minato Holdings Inc,Common Stock,Japan,JPY,JP3905800003,424.0,2022-07-22
9321,MGG,V,Minaurum Gold Inc,Common Stock,Canada,CAD,CA60252Q1019,0.195,2022-07-21
9322,MNB,AU,Minbos Resources Ltd,Common Stock,Australia,AUD,AU000000MNB9,0.115,2022-07-22
9323,MSV,TO,Minco Silver Corporation,Common Stock,Canada,CAD,CA60254C1005,0.16,2022-07-20
9324,MISVF,US,Minco Silver Corporation,Common Stock,USA,USD,CA60254C1005,0.13,2022-07-21
9325,MCON,LSE,Mincon Group P,Common Stock,UK,GBX,IE00BD64C665,97.5,2022-07-21
9326,MIO,IR,Mincon Group P,Common Stock,Ireland,EUR,IE00BD64C665,1.04,2022-07-20
9327,MCR,AU,Mincor Resources NL,Common Stock,Australia,AUD,AU000000MCR8,1.83,2022-07-22
9328,MINDAIND,NSE,Minda Industries Limited,Common Stock,India,INR,INE405E01023,520.65,2022-07-22
9329,MINDAIND,BSE,MINDA INDUSTRIES LTD.-$,Common Stock,India,INR,INE405E01023,520.35,2022-07-22
9330,CNE,SG,MindChamps PreSchool Limited,Common Stock,Singapore,SGD,SG1EA6000002,0.173,2022-07-21
9331,MINDTREE,NSE,MindTree Limited,Common Stock,India,INR,INE018I01017,3181.85,2022-07-22
9332,MINDTREE,BSE,MINDTREE LTD.,Common Stock,India,INR,INE018I01017,3182.3501,2022-07-22
9333,6479,TSE,Minebea Mitsumi Inc,Common Stock,Japan,JPY,JP3906000009,2435.0,2022-07-22
9334,MAI,V,Minera Alamos Inc,Common Stock,Canada,CAD,CA60283L1058,0.52,2022-07-21
9335,MAFL,LSE,Mineral & Financial Investments Ltd,Common Stock,UK,GBX,KYG6181G1055,10.0,2022-07-21
9336,MRC,AU,Mineral Commodities Ltd,Common Stock,Australia,AUD,AU000000MRC8,0.083,2022-07-22
9337,MMV,V,Mineral Mountain Resources Ltd,Common Stock,Canada,CAD,CA6028965086,0.06,2022-07-20
9338,MIN,AU,Mineral Resources Ltd,Common Stock,Australia,AUD,AU000000MIN4,46.82,2022-07-22
9339,RITE,US,Mineralrite Corporat,Common Stock,USA,USD,US60313P1003,0.0009,2022-07-21
9340,MTX,US,Minerals Technologies Inc,Common Stock,USA,USD,US6031581068,63.73,2022-07-21
9341,MINE,US,Minerco Inc,Common Stock,USA,USD,US6031711095,0.0001,2022-07-21
9342,MVAI,V,Minerva Intelligence Inc,Common Stock,Canada,CAD,CA60337M1095,0.035,2022-07-21
9343,NERV,US,Minerva Neurosciences Inc,Common Stock,USA,USD,US6033802058,3.0,2022-07-21
9344,MWX,V,Mineworx Technologie,Common Stock,Canada,CAD,CA6034652041,0.04,2022-07-21
9345,MWXRF,US,Mineworx Technologie,Common Stock,USA,USD,CA6034652041,0.0317,2022-07-21
9346,601615,SHG,Ming Yang Smart Energy Group Ltd,Common Stock,China,CNY,CNE100003HQ0,30.95,2022-07-22
9347,MNGG,US,Mining Global Inc,Common Stock,USA,USD,US60365U1060,0.0001,2022-07-21
9348,9946,TSE,Ministop Co Ltd,Common Stock,Japan,JPY,JP3905950006,1473.0,2022-07-22
9349,4436,TSE,Minkabu The Infonoid Inc,Common Stock,Japan,JPY,JP3911000002,2796.0,2022-07-22
9350,600058,SHG,Minmetals Development Co Ltd,Common Stock,China,CNY,CNE000000Q78,10.16,2022-07-22
9351,MCI,V,Minnova Corp,Common Stock,Canada,CAD,CA6042501008,0.04,2022-07-21
9352,MRR,AU,Minrex Resources Ltd,Common Stock,Australia,AUD,AU000000MRR6,0.035,2022-07-22
9353,1569,HK,Minsheng Education Group Co Ltd,Common Stock,Hong Kong,HKD,KYG6145R1065,0.68,2022-07-22
9354,MRGE,US,Mirage Energy Corp,Common Stock,USA,USD,US60463B1098,0.015,2022-07-21
9355,MRZ,V,Mirasol Resources Ltd,Common Stock,Canada,CAD,CA6046801081,0.54,2022-07-21
9356,MRZLF,US,Mirasol Resources Ltd,Common Stock,USA,USD,CA6046801081,0.4162,2022-07-21
9357,MRTX,US,Mirati Ther,Common Stock,USA,USD,US60468T1051,69.64,2022-07-21
9358,26M,F,Mirati Ther,Common Stock,Germany,EUR,US60468T1051,63.0,2022-07-21
9359,MIRCELECTR,NSE,MIRC Electronics Limited,Common Stock,India,INR,INE831A01028,14.1,2022-07-22
9360,MIRCELECTR,BSE,MIRC ELECTRONICS LTD.,Common Stock,India,INR,INE831A01028,14.12,2022-07-22
9361,1827,HK,Miricor Enterprises Holdings Ltd,Common Stock,Hong Kong,HKD,KYG6193F1037,1.28,2022-07-22
9362,MLD,TA,Mirland Development Corporation PLC,Common Stock,Israel,ILA,CY0106902113,24.2,2022-07-21
9363,MIR,AU,Mirrabooka Investments Ltd,Common Stock,Australia,AUD,AU000000MIR5,3.27,2022-07-22
9364,MIRI,LSE,Mirriad Advertising PLC,Common Stock,UK,GBX,GB00BF52QY14,14.75,2022-07-21
9365,MGR,AU,Mirvac Group,Common Stock,Australia,AUD,AU000000MGR9,2.12,2022-07-22
9366,MRVGF,US,Mirvac Group,Common Stock,USA,USD,AU000000MGR9,1.415,2022-07-21
9367,MIRZAINT,NSE,Mirza International Limited,Common Stock,India,INR,INE771A01026,261.0,2022-07-22
9368,MIRZAINT,BSE,MIRZA INTERNATIONAL LTD.,Common Stock,India,INR,INE771A01026,260.75,2022-07-22
9369,MISE,ST,Misen Energy AB,Common Stock,Sweden,SEK,SE0001486952,1.7,2022-07-21
9370,MIDHANI,NSE,Mishra Dhatu Nigam Limited,Common Stock,India,INR,INE099Z01011,170.4,2022-07-22
9371,MIDHANI,BSE,Mishra Dhatu Nigam Ltd,Common Stock,India,INR,INE099Z01011,170.65,2022-07-22
9372,541195,BSE,Mishra Dhatu Nigam Limited,Common Stock,India,INR,INE099Z01011,170.65,2022-07-22
9373,MSBC,US,Mission Bancorp,Common Stock,USA,USD,US6050151066,83.7,2022-07-21
9374,MVLY,US,Mission Valley Bancorp,Common Stock,USA,USD,US60520E1047,13.5,2022-07-21
9375,MG,US,Mistras Group Inc,Common Stock,USA,USD,US60649T1079,6.29,2022-07-21
9376,9962,TSE,Misumi Group Inc,Common Stock,Japan,JPY,JP3885400006,3320.0,2022-07-22
9377,3321,TSE,Mitachi Co Ltd,Common Stock,Japan,JPY,JP3886200009,771.0,2022-07-22
9378,MSV,AU,Mitchell Services Ltd,Common Stock,Australia,AUD,AU000000MSV6,0.38,2022-07-22
9379,MAB,LSE,Mitchells & Butlers PLC,Common Stock,UK,GBX,GB00B1FP6H53,172.0,2022-07-21
9380,MITK,US,Mitek Systems Inc,Common Stock,USA,USD,US6067102003,9.96,2022-07-21
9381,MITRA,BR,Mithra Pharmaceuticals SA,Common Stock,Belgium,EUR,BE0974283153,6.4,2022-07-21
9382,1TM,F,Mithra Pharmaceuticals Sa,Common Stock,Germany,EUR,BE0974283153,6.52,2022-07-21
9383,MTH,AU,Mithril Resources Ltd,Common Stock,Australia,AUD,AU000000MTH3,0.006,2022-07-22
9384,MTO,LSE,Mitie Group PLC,Common Stock,UK,GBX,GB0004657408,71.5,2022-07-21
9385,MTO,F,Mitie Group PLC,Common Stock,Germany,EUR,GB0004657408,1139.0,2022-07-21
9386,8622,TSE,Mito Securities Co Ltd,Common Stock,Japan,JPY,JP3905400002,271.0,2022-07-22
9387,7280,TSE,Mitsuba Corp,Common Stock,Japan,JPY,JP3895200008,438.0,2022-07-22
9388,6503,TSE,Mitsubishi Electric Corp,Common Stock,Japan,JPY,JP3902400005,1482.0,2022-07-22
9389,3481,TSE,Mitsubishi Estate Logistics REIT Investment Corp,Common Stock,Japan,JPY,JP3048480002,479500.0,2022-07-22
9390,4182,TSE,Mitsubishi Gas Chemical Co Inc,Common Stock,Japan,JPY,JP3896800004,1974.0,2022-07-22
9391,7011,TSE,Mitsubishi Heavy Industries Ltd.,Common Stock,Japan,JPY,JP3900000005,4921.0,2022-07-22
9392,MHVYF,US,Mitsubishi Heavy Industries Ltd.,Common Stock,USA,USD,JP3900000005,36.28,2022-07-21
9393,6331,TSE,Mitsubishi Kakoki Kaisha Ltd,Common Stock,Japan,JPY,JP3896000001,2063.0,2022-07-22
9394,7105,TSE,Mitsubishi Nichiyu Forklift Co Ltd,Common Stock,Japan,JPY,JP3753800006,935.0,2022-07-22
9395,9301,TSE,Mitsubishi Logistics Corp.,Common Stock,Japan,JPY,JP3902000003,3445.0,2022-07-22
9396,5711,TSE,Mitsubishi Materials Corp.,Common Stock,Japan,JPY,JP3903000002,1981.0,2022-07-22
9397,7211,TSE,Mitsubishi Motors Corp.,Common Stock,Japan,JPY,JP3899800001,447.0,2022-07-22
9398,MMTOF,US,Mitsubishi Motors Corp.,Common Stock,USA,USD,JP3899800001,3.21,2022-07-21
9399,3864,TSE,Mitsubishi Paper Mills Ltd.,Common Stock,Japan,JPY,JP3901200000,297.0,2022-07-22
9400,7976,TSE,Mitsubishi Pencil Co Ltd,Common Stock,Japan,JPY,JP3895600009,1543.0,2022-07-22
9401,3636,TSE,Mitsubishi Research Institute Inc,Common Stock,Japan,JPY,JP3902200009,4320.0,2022-07-22
9402,7451,TSE,Mitsubishi Shokuhin Co Ltd,Common Stock,Japan,JPY,JP3976000004,3565.0,2022-07-22
9403,8306,TSE,Mitsubishi UFJ Financial Group Inc,Common Stock,Japan,JPY,JP3902900004,731.6,2022-07-22
9404,4183,TSE,Mitsui Chemicals Inc.,Common Stock,Japan,JPY,JP3888300005,2833.0,2022-07-22
9405,3471,TSE,Mitsui Fudosan Logistics Park Inc,Common Stock,Japan,JPY,JP3048300002,532000.0,2022-07-22
9406,1518,TSE,Mitsui Matsushima Co Ltd,Common Stock,Japan,JPY,JP3894000003,3420.0,2022-07-22
9407,5706,TSE,Mitsui Mining and Smelting Co.,Common Stock,Japan,JPY,JP3888400003,3130.0,2022-07-22
9408,9302,TSE,Mitsui Soko Holdings Co Ltd,Common Stock,Japan,JPY,JP3891200002,3050.0,2022-07-22
9409,MITTAL,NSE,Mittal Life Style Limited,Common Stock,India,INR,INE997Y01019,12.85,2022-07-22
9410,6005,TSE,Miura Co Ltd,Common Stock,Japan,JPY,JP3880800002,3265.0,2022-07-22
